id_operacion;id;no, fmi;dirección territorial;municipio;fecha_envio_juridico;folio_matriz;novedadfmi_tipo;npnmatriz;novedad_numero_predial;folio_derivados;predio tipo;condicion prop derivado;área registral m2;coeficiente;área coefieciente
L4_28;28;28;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-52804;;1,5599E+29;Desenglobe_Venta_Parcial;090-64206;Privado_Privado;NPH;1237;;
L4_280;280;280;BOYACÁ;SOGAMOSO;29/09/2025;095-155422;;SIN NPN;Desenglobe_Division_Material;095-155832;Privado_Privado;NPH;164.1;;
L4_281;281;281;BOYACÁ;SOGAMOSO;29/09/2025;095-155422;;SIN NPN;Desenglobe_Division_Material;095-155833;Privado_Privado;NPH;169.42;;
L4_282;282;282;BOYACÁ;SOGAMOSO;29/09/2025;095-155422;;SIN NPN;Desenglobe_Division_Material;095-155834;Privado_Privado;NPH;185.88;;
L4_283;283;283;BOYACÁ;SOGAMOSO;29/09/2025;095-155422;;SIN NPN;Desenglobe_Division_Material;095-155835;Privado_Privado;NPH;164.64;;
L4_284;284;284;BOYACÁ;SOGAMOSO;29/09/2025;095-155422;;SIN NPN;Cancelacion_por_Desenglobe;;;;;;
L4_284;273;273;BOYACÁ;SOGAMOSO;29/09/2025;095-154026;;1,5759E+29;Englobe_Nuevo_FMI;095-155422;Privado_Privado;NPH;985.55;;
L4_284;275;275;BOYACÁ;SOGAMOSO;29/09/2025;095-144267;;1,5759E+29;Englobe_Nuevo_FMI;095-155422;Privado_Privado;NPH;985.55;;
L4_284;274;274;BOYACÁ;SOGAMOSO;29/09/2025;095-154027;;1,5759E+29;Englobe_Nuevo_FMI;095-155422;Privado_Privado;NPH;985.55;;
L4_285;285;285;BOYACÁ;SOGAMOSO;29/09/2025;095-160074;;1,5759E+29;Desenglobe_Division_Material;095-164651;Privado_Privado;NPH;115.1;;
L4_286;286;286;BOYACÁ;SOGAMOSO;29/09/2025;095-160074;;1,5759E+29;Desenglobe_Division_Material;095-164654;Privado_Privado;NPH;117;;
L4_287;287;287;BOYACÁ;SOGAMOSO;29/09/2025;095-160074;;1,5759E+29;Desenglobe_Division_Material;095-164652;Privado_Privado;NPH;115.8;;
L4_288;288;288;BOYACÁ;SOGAMOSO;29/09/2025;095-160074;;1,5759E+29;Desenglobe_Division_Material;095-164653;Privado_Privado;NPH;116.3;;
L4_29;29;29;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-52804;;1,5599E+29;Desenglobe_Venta_Parcial;090-62803;Privado_Privado;NPH;2881;;
L4_291;291;291;BOYACÁ;SOGAMOSO;29/09/2025;095-164650;;SIN NPN;Desenglobe_Division_Material;095-168752;Privado_Privado;NPH;114.5;;
L4_292;292;292;BOYACÁ;SOGAMOSO;29/09/2025;095-164650;;SIN NPN;Desenglobe_Division_Material;095-168753;Privado_Privado;NPH;114;;
L4_293;293;293;BOYACÁ;SOGAMOSO;29/09/2025;095-164650;;SIN NPN;Desenglobe_Division_Material;095-168754;Privado_Privado;NPH;113.4;;
L4_294;294;294;BOYACÁ;SOGAMOSO;29/09/2025;095-164650;;SIN NPN;Desenglobe_Division_Material;095-168755;Privado_Privado;NPH;393.9;;
L4_295;295;295;BOYACÁ;SOGAMOSO;29/09/2025;095-164650;;SIN NPN;Cancelacion_por_Desenglobe;;;;;;
L4_295;289;289;BOYACÁ;SOGAMOSO;29/09/2025;095-160074;;1,5759E+29;Desenglobe_Division_Material;095-164650;Privado_Privado;NPH;735.8;;
L4_297;297;297;BOYACÁ;SOGAMOSO;29/09/2025;095-18579;;1,5759E+29;Desenglobe_Division_Material;095-151329;Privado_Privado;PH_Unidad_Predial;193.26;0.4392;193.26
L4_298;298;298;BOYACÁ;SOGAMOSO;29/09/2025;095-18579;;1,5759E+29;Desenglobe_Division_Material;095-151331;Privado_Privado;PH_Unidad_Predial;21.41;0.0544;21.41
L4_299;299;299;BOYACÁ;SOGAMOSO;29/09/2025;095-18579;;1,5759E+29;Desenglobe_Division_Material;095-151332;Privado_Privado;PH_Unidad_Predial;105.32;0.2675;105.32
L4_30;30;30;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-49409;;1,5599E+29;Desenglobe_Venta_Parcial;090-61532;Privado_Privado;NPH;3573;;
L4_300;300;300;BOYACÁ;SOGAMOSO;29/09/2025;095-18579;;1,5759E+29;Desenglobe_Division_Material;095-151328;Privado_Privado;PH_Unidad_Predial;83.81;0.1914;83.81
L4_301;301;301;BOYACÁ;SOGAMOSO;29/09/2025;095-18579;;1,5759E+29;Desenglobe_Division_Material;095-151330;Privado_Privado;PH_Unidad_Predial;18.690.000.000.000.000;0.0475;18.690.000.000.000.000
L4_302;302;302;BOYACÁ;SOGAMOSO;29/09/2025;095-79494;;1,5759E+29;Desenglobe_Division_Material;095-162906;Privado_Privado;NPH;233;;
L4_305;305;305;BOYACÁ;SOGAMOSO;29/09/2025;095-162905;;SIN NPN;Cambio_Numero_Predial_NPH_a_PH;095-162905;Privado_Privado;PH_Matriz;344.64;;
L4_305;303;303;BOYACÁ;SOGAMOSO;29/09/2025;095-79494;;1,5759E+29;Desenglobe_Division_Material;095-162905;Privado_Privado;NPH;344.64;;
L4_306;306;306;BOYACÁ;SOGAMOSO;29/09/2025;095-162905;;SIN NPN;Desenglobe_Division_Material;095-163575;Privado_Privado;PH_Unidad_Predial;111.93;0.3461;111.93
L4_307;307;307;BOYACÁ;SOGAMOSO;29/09/2025;095-162905;;SIN NPN;Desenglobe_Division_Material;095-163576;Privado_Privado;PH_Unidad_Predial;102.07;0.3156;102.07
L4_308;308;308;BOYACÁ;SOGAMOSO;29/09/2025;095-162905;;SIN NPN;Desenglobe_Division_Material;095-163577;Privado_Privado;PH_Unidad_Predial;109.41;0.3383;109.41
L4_31;31;31;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-28909;FMI_Debe_Estar_Cerrado;1,5599E+29;Desenglobe_Venta_Parcial;090-61517;Privado_Privado;NPH;2313;;
L4_310;310;310;BOYACÁ;SOGAMOSO;29/09/2025;095-150394;;1,5759E+29;Desenglobe_Division_Material;095-161500;Privado_Privado;PH_Unidad_Predial;104;0.3376;104
L4_311;311;311;BOYACÁ;SOGAMOSO;29/09/2025;095-150394;;1,5759E+29;Desenglobe_Division_Material;095-161501;Privado_Privado;PH_Unidad_Predial;13.27;0.0431;13.27
L4_312;312;312;BOYACÁ;SOGAMOSO;29/09/2025;095-150394;;1,5759E+29;Desenglobe_Division_Material;095-161502;Privado_Privado;PH_Unidad_Predial;13.47;0.0437;13.47
L4_313;313;313;BOYACÁ;SOGAMOSO;29/09/2025;095-150394;;1,5759E+29;Desenglobe_Division_Material;095-161503;Privado_Privado;PH_Unidad_Predial;88.65;0.2878;88.65
L4_314;314;314;BOYACÁ;SOGAMOSO;29/09/2025;095-150394;;1,5759E+29;Desenglobe_Division_Material;095-161504;Privado_Privado;PH_Unidad_Predial;88.65;0.2878;88.65
L4_315;315;315;BOYACÁ;SOGAMOSO;29/09/2025;095-150440;;1,5759E+29;Desenglobe_Division_Material;095-158315;Privado_Privado;NPH;15.509.800.000.000.000;;
L4_316;316;316;BOYACÁ;SOGAMOSO;29/09/2025;095-150440;;1,5759E+29;Desenglobe_Division_Material;095-158316;Privado_Privado;NPH;133.82;;
L4_317;317;317;BOYACÁ;SOGAMOSO;29/09/2025;095-150440;;1,5759E+29;Desenglobe_Division_Material;095-158318;Privado_Privado;NPH;133.82;;
L4_318;318;318;BOYACÁ;SOGAMOSO;29/09/2025;095-150440;;1,5759E+29;Desenglobe_Division_Material;095-158319;Privado_Privado;NPH;133.82;;
L4_319;319;319;BOYACÁ;SOGAMOSO;29/09/2025;095-150440;;1,5759E+29;Desenglobe_Division_Material;095-158317;Privado_Privado;NPH;133.82;;
L4_32;32;32;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-28909;FMI_Debe_Estar_Cerrado;1,5599E+29;Desenglobe_Venta_Parcial;090-63234;Privado_Privado;NPH;4046.89;;
L4_322;322;322;BOYACÁ;SOGAMOSO;29/09/2025;095-81778;;1,5759E+29;Desenglobe_Division_Material;095-162456;Privado_Privado;PH_Unidad_Predial;40.26;0.2107;40.26
L4_323;323;323;BOYACÁ;SOGAMOSO;29/09/2025;095-81778;;1,5759E+29;Desenglobe_Division_Material;095-162457;Privado_Privado;PH_Unidad_Predial;40.26;0.2107;40.26
L4_324;324;324;BOYACÁ;SOGAMOSO;29/09/2025;095-81778;;1,5759E+29;Desenglobe_Division_Material;095-162459;Privado_Privado;PH_Unidad_Predial;40.26;0.2107;40.26
L4_325;325;325;BOYACÁ;SOGAMOSO;29/09/2025;095-81778;;1,5759E+29;Desenglobe_Division_Material;095-162455;Privado_Privado;PH_Unidad_Predial;30.01;0.1572;30.01
L4_326;326;326;BOYACÁ;SOGAMOSO;29/09/2025;095-81778;;1,5759E+29;Desenglobe_Division_Material;095-162458;Privado_Privado;PH_Unidad_Predial;40.26;0.2107;40.26
L4_328;328;328;BOYACÁ;SOGAMOSO;29/09/2025;095-154021;;1,5759E+29;Desenglobe_Division_Material;095-158937;Privado_Privado;PH_Unidad_Predial;76.099.999.999.999.900;0.2648;76.099.999.999.999.900
L4_329;329;329;BOYACÁ;SOGAMOSO;29/09/2025;095-154021;;1,5759E+29;Desenglobe_Division_Material;095-158938;Privado_Privado;PH_Unidad_Predial;69.849.999.999.999.900;0.243;69.849.999.999.999.900
L4_33;33;33;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-28909;FMI_Debe_Estar_Cerrado;1,5599E+29;Desenglobe_Venta_Parcial;090-62812;Privado_Privado;NPH;2363;;
L4_330;330;330;BOYACÁ;SOGAMOSO;29/09/2025;095-154021;;1,5759E+29;Desenglobe_Division_Material;095-158939;Privado_Privado;PH_Unidad_Predial;69.849.999.999.999.900;0.243;69.849.999.999.999.900
L4_331;331;331;BOYACÁ;SOGAMOSO;29/09/2025;095-154021;;1,5759E+29;Desenglobe_Division_Material;095-158940;Privado_Privado;PH_Unidad_Predial;71.62;0.2492;71.62
L4_333;333;333;BOYACÁ;SOGAMOSO;29/09/2025;095-154647;;1,5759E+29;Desenglobe_Division_Material;095-163677;Privado_Privado;PH_Unidad_Predial;35.130.000.000.000.000;0.2122;35.130.000.000.000.000
L4_334;334;334;BOYACÁ;SOGAMOSO;29/09/2025;095-154647;;1,5759E+29;Desenglobe_Division_Material;095-163678;Privado_Privado;PH_Unidad_Predial;33.4;0.2626;33.4
L4_335;335;335;BOYACÁ;SOGAMOSO;29/09/2025;095-154647;;1,5759E+29;Desenglobe_Division_Material;095-163679;Privado_Privado;PH_Unidad_Predial;33.4;0.2626;33.4
L4_336;336;336;BOYACÁ;SOGAMOSO;29/09/2025;095-154647;;1,5759E+29;Desenglobe_Division_Material;095-163680;Privado_Privado;PH_Unidad_Predial;33.4;0.2626;33.4
L4_338;338;338;BOYACÁ;SOGAMOSO;29/09/2025;095-84388;;1,5759E+29;Desenglobe_Division_Material;095-146608;Privado_Privado;PH_Unidad_Predial;57.11;0.1926;57.11
L4_339;339;339;BOYACÁ;SOGAMOSO;29/09/2025;095-84388;;1,5759E+29;Desenglobe_Division_Material;095-146609;Privado_Privado;PH_Unidad_Predial;12.12;0.0411;12.12
L4_340;340;340;BOYACÁ;SOGAMOSO;29/09/2025;095-84388;;1,5759E+29;Desenglobe_Division_Material;095-146610;Privado_Privado;PH_Unidad_Predial;67.41;0.2273;67.41
L4_341;341;341;BOYACÁ;SOGAMOSO;29/09/2025;095-84388;;1,5759E+29;Desenglobe_Division_Material;095-146611;Privado_Privado;PH_Unidad_Predial;68.989.999.999.999.900;0.2326;68.989.999.999.999.900
L4_342;342;342;BOYACÁ;SOGAMOSO;29/09/2025;095-84388;;1,5759E+29;Desenglobe_Division_Material;095-146612;Privado_Privado;PH_Unidad_Predial;90.87;0.3064;90.87
L4_344;344;344;BOYACÁ;SOGAMOSO;29/09/2025;095-106021;;1,5759E+29;Desenglobe_Division_Material;095-140269;Privado_Privado;PH_Unidad_Predial;142.49;0.4159;142.49
L4_345;345;345;BOYACÁ;SOGAMOSO;29/09/2025;095-106021;;1,5759E+29;Desenglobe_Division_Material;095-140270;Privado_Privado;PH_Unidad_Predial;94.75;0.2766;94.75
L4_346;346;346;BOYACÁ;SOGAMOSO;29/09/2025;095-106021;;1,5759E+29;Desenglobe_Division_Material;095-140271;Privado_Privado;PH_Unidad_Predial;64.3;0.1877;64.3
L4_347;347;347;BOYACÁ;SOGAMOSO;29/09/2025;095-106021;;1,5759E+29;Desenglobe_Division_Material;095-140272;Privado_Privado;PH_Unidad_Predial;41.05;0.1198;41.05
L4_349;349;349;BOYACÁ;SOGAMOSO;29/09/2025;095-101675;;1,5759E+29;Desenglobe_Division_Material;095-155651;Privado_Privado;PH_Unidad_Predial;72.25;0.1857;72.25
L4_35;35;35;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-21507;;1,5599E+29;Desenglobe_Venta_Parcial;090-61214;Privado_Privado;NPH;7572;;
L4_350;350;350;BOYACÁ;SOGAMOSO;29/09/2025;095-101675;;1,5759E+29;Desenglobe_Division_Material;095-155652;Privado_Privado;PH_Unidad_Predial;62.39;0.1603;62.39
L4_351;351;351;BOYACÁ;SOGAMOSO;29/09/2025;095-101675;;1,5759E+29;Desenglobe_Division_Material;095-155653;Privado_Privado;PH_Unidad_Predial;73.5;0.1888;73.5
L4_352;352;352;BOYACÁ;SOGAMOSO;29/09/2025;095-101675;;1,5759E+29;Desenglobe_Division_Material;095-155650;Privado_Privado;PH_Unidad_Predial;150.85;0.4652;150.85
L4_354;354;354;BOYACÁ;SOGAMOSO;29/09/2025;095-110674;;1,5759E+29;Desenglobe_Division_Material;095-154034;Privado_Privado;PH_Unidad_Predial;251.97;0.6185;251.97
L4_355;355;355;BOYACÁ;SOGAMOSO;29/09/2025;095-110674;;1,5759E+29;Desenglobe_Division_Material;095-154035;Privado_Privado;PH_Unidad_Predial;58.75;0.1442;58.75
L4_356;356;356;BOYACÁ;SOGAMOSO;29/09/2025;095-110674;;1,5759E+29;Desenglobe_Division_Material;095-154037;Privado_Privado;PH_Unidad_Predial;47.56;0.1168;47.56
L4_357;357;357;BOYACÁ;SOGAMOSO;29/09/2025;095-110674;;1,5759E+29;Desenglobe_Division_Material;095-154036;Privado_Privado;PH_Unidad_Predial;49.1;0.1205;49.1
L4_359;359;359;BOYACÁ;SOGAMOSO;29/09/2025;095-110783;;1,5759E+29;Desenglobe_Division_Material;095-158930;Privado_Privado;PH_Unidad_Predial;82.39;0.3282;82.39
L4_36;36;36;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-21507;;1,5599E+29;Desenglobe_Venta_Parcial;090-61428;Privado_Privado;NPH;1870.88;;
L4_360;360;360;BOYACÁ;SOGAMOSO;29/09/2025;095-110783;;1,5759E+29;Desenglobe_Division_Material;095-158931;Privado_Privado;PH_Unidad_Predial;80.099.999.999.999.900;0.319;80.099.999.999.999.900
L4_361;361;361;BOYACÁ;SOGAMOSO;29/09/2025;095-110783;;1,5759E+29;Desenglobe_Division_Material;095-158932;Privado_Privado;PH_Unidad_Predial;79.209.999.999.999.900;0.3155;79.209.999.999.999.900
L4_362;362;362;BOYACÁ;SOGAMOSO;29/09/2025;095-110783;;1,5759E+29;Desenglobe_Division_Material;095-158929;Privado_Privado;PH_Unidad_Predial;93.699.999.999.999.900;0.0373;93.699.999.999.999.900
L4_363;363;363;BOYACÁ;SOGAMOSO;29/09/2025;095-123436;;1,5759E+29;Desenglobe_Division_Material;095-161707;Privado_Privado;NPH;117.97;;
L4_364;364;364;BOYACÁ;SOGAMOSO;29/09/2025;095-123436;;1,5759E+29;Desenglobe_Division_Material;095-161708;Privado_Privado;NPH;123.24;;
L4_365;365;365;BOYACÁ;SOGAMOSO;29/09/2025;095-123436;;1,5759E+29;Desenglobe_Division_Material;095-161710;Privado_Privado;NPH;141.96;;
L4_366;366;366;BOYACÁ;SOGAMOSO;29/09/2025;095-123436;;1,5759E+29;Desenglobe_Division_Material;095-161709;Privado_Privado;NPH;13.263.999.999.999.900;;
L4_368;368;368;BOYACÁ;SOGAMOSO;29/09/2025;095-124309;;1,5759E+29;Desenglobe_Division_Material;095-148630;Privado_Privado;NPH;357.63;;
L4_369;369;369;BOYACÁ;SOGAMOSO;29/09/2025;095-124309;;1,5759E+29;Desenglobe_Division_Material;095-148632;Privado_Privado;NPH;357.54;;
L4_37;37;37;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-3512;;1,5599E+29;Desenglobe_Venta_Parcial;090-62320;Privado_Privado;NPH;1819;;
L4_370;370;370;BOYACÁ;SOGAMOSO;29/09/2025;095-124309;;1,5759E+29;Desenglobe_Division_Material;095-148633;Privado_Privado;NPH;357.52;;
L4_371;371;371;BOYACÁ;SOGAMOSO;29/09/2025;095-124309;;1,5759E+29;Desenglobe_Division_Material;095-148631;Privado_Privado;NPH;357.59;;
L4_374;374;374;BOYACÁ;SOGAMOSO;29/09/2025;095-124961;;1,5759E+29;Desenglobe_Division_Material;095-150313;Privado_Privado;PH_Unidad_Predial;37.6;0.2705;37.6
L4_375;375;375;BOYACÁ;SOGAMOSO;29/09/2025;095-124961;;1,5759E+29;Desenglobe_Division_Material;095-150314;Privado_Privado;PH_Unidad_Predial;33.67;0.2423;33.67
L4_376;376;376;BOYACÁ;SOGAMOSO;29/09/2025;095-124961;;1,5759E+29;Desenglobe_Division_Material;095-150315;Privado_Privado;PH_Unidad_Predial;30.74;0.2212;30.74
L4_377;377;377;BOYACÁ;SOGAMOSO;29/09/2025;095-124961;;1,5759E+29;Desenglobe_Division_Material;095-150316;Privado_Privado;PH_Unidad_Predial;36.979.999.999.999.900;0.266;36.979.999.999.999.900
L4_379;379;379;BOYACÁ;SOGAMOSO;29/09/2025;095-130723;;1,5759E+29;Desenglobe_Division_Material;095-164895;Privado_Privado;PH_Unidad_Predial;44.5;0.166;44.5
L4_38;38;38;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-3512;;1,5599E+29;Desenglobe_Venta_Parcial;090-61851;Privado_Privado;NPH;5588;;
L4_380;380;380;BOYACÁ;SOGAMOSO;29/09/2025;095-130723;;1,5759E+29;Desenglobe_Division_Material;095-164896;Privado_Privado;PH_Unidad_Predial;12.8;0.0398;12.8
L4_381;381;381;BOYACÁ;SOGAMOSO;29/09/2025;095-130723;;1,5759E+29;Desenglobe_Division_Material;095-164897;Privado_Privado;PH_Unidad_Predial;89.8;0.2794;89.8
L4_382;382;382;BOYACÁ;SOGAMOSO;29/09/2025;095-130723;;1,5759E+29;Desenglobe_Division_Material;095-164898;Privado_Privado;PH_Unidad_Predial;165.57;0.5148;165.57
L4_383;383;383;BOYACÁ;SOGAMOSO;29/09/2025;095-123450;;1,5759E+29;Desenglobe_Division_Material;095-154614;Privado_Privado;NPH;104.61;;
L4_384;384;384;BOYACÁ;SOGAMOSO;29/09/2025;095-123450;;1,5759E+29;Desenglobe_Division_Material;095-154615;Privado_Privado;NPH;107.46;;
L4_385;385;385;BOYACÁ;SOGAMOSO;29/09/2025;095-123450;;1,5759E+29;Desenglobe_Division_Material;095-154616;Privado_Privado;NPH;120.01;;
L4_386;386;386;BOYACÁ;SOGAMOSO;29/09/2025;095-123450;;1,5759E+29;Desenglobe_Division_Material;095-154613;Privado_Privado;NPH;103.45;;
L4_388;388;388;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Desenglobe_Division_Material;095-164773;Privado_Privado;NPH;3645, 59;;
L4_388;388;388;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Desenglobe_Division_Material;095-164773;Privado_Privado;NPH;3645, 59;;
L4_389;389;389;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Desenglobe_Division_Material;095-164776;Privado_Privado;NPH;156.76;;
L4_389;389;389;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Desenglobe_Division_Material;095-164776;Privado_Privado;NPH;156.76;;
L4_39;39;39;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-50039;;1,5599E+29;Desenglobe_Venta_Parcial;090-61961;Privado_Privado;NPH;5693;;
L4_390;393;393;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Cancelacion_por_Desenglobe;;;;;;
L4_390;390;390;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Cancelacion_por_Desenglobe;;;;;;
L4_391;391;391;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Desenglobe_Division_Material;095-164774;Privado_Privado;NPH;878.2;;
L4_391;391;391;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Desenglobe_Division_Material;095-164774;Privado_Privado;NPH;878.2;;
L4_392;392;392;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Desenglobe_Division_Material;095-164775;Privado_Privado;NPH;361.4;;
L4_392;392;392;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Desenglobe_Division_Material;095-164775;Privado_Privado;NPH;361.4;;
L4_393;390;390;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Cancelacion_por_Desenglobe;;;;;;
L4_393;393;393;BOYACÁ;SOGAMOSO;29/09/2025;095-149013;;1,5759E+29;Cancelacion_por_Desenglobe;;;;;;
L4_395;395;395;BOYACÁ;SOGAMOSO;29/09/2025;095-2321;;1,5759E+29;Desenglobe_Division_Material;095-167374;Privado_Privado;PH_Unidad_Predial;61.45;0.0918;61.45
L4_396;396;396;BOYACÁ;SOGAMOSO;29/09/2025;095-2321;;1,5759E+29;Desenglobe_Division_Material;095-167372;Privado_Privado;PH_Unidad_Predial;27.735.000.000.000.000;0.5952;27.735.000.000.000.000
L4_397;397;397;BOYACÁ;SOGAMOSO;29/09/2025;095-2321;;1,5759E+29;Desenglobe_Division_Material;095-167375;Privado_Privado;PH_Unidad_Predial;70.349.999.999.999.900;0.1051;70.349.999.999.999.900
L4_398;398;398;BOYACÁ;SOGAMOSO;29/09/2025;095-2321;;1,5759E+29;Desenglobe_Division_Material;095-167373;Privado_Privado;PH_Unidad_Predial;139.25;0.2079;139.25
L4_399;399;399;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45615;Privado_Privado;NPH;72.3;;
L4_40;40;40;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-23650;;1,5599E+29;Desenglobe_Venta_Parcial;090-62333;Privado_Privado;NPH;5106;;
L4_400;400;400;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45616;Privado_Privado;NPH;72.260.000.000.000.000;;
L4_401;401;401;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45617;Privado_Privado;NPH;74.83;;
L4_402;402;402;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45618;Privado_Privado;NPH;73.37;;
L4_403;403;403;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45619;Privado_Privado;NPH;74.97;;
L4_404;404;404;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45620;Privado_Privado;NPH;75.010.000.000.000.000;;
L4_405;405;405;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45621;Privado_Privado;NPH;72;;
L4_406;406;406;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45622;Privado_Privado;NPH;72;;
L4_407;407;407;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45623;Privado_Privado;NPH;73.150.000.000.000.000;;
L4_408;408;408;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45624;Privado_Privado;NPH;74.09;;
L4_409;409;409;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45625;Privado_Privado;NPH;74.64;;
L4_41;41;41;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-11598;;1,5599E+29;Desenglobe_Venta_Parcial;090-63185;Privado_Privado;NPH;329;;
L4_41;41;41;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-11598;;1,5599E+29;Desenglobe_Venta_Parcial;090-63185;Privado_Privado;NPH;329;;
L4_410;410;410;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45626;Privado_Privado;NPH;72.17;;
L4_411;411;411;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45627;Privado_Privado;NPH;85.53;;
L4_412;412;412;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45628;Privado_Privado;NPH;73.63;;
L4_413;413;413;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45629;Privado_Privado;NPH;76.16;;
L4_414;414;414;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45630;Privado_Privado;NPH;79.430.000.000.000.000;;
L4_415;415;415;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45631;Privado_Privado;NPH;74.37;;
L4_416;416;416;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45632;Privado_Privado;NPH;72.81;;
L4_417;417;417;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45633;Privado_Privado;NPH;72.22;;
L4_418;418;418;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45634;Privado_Privado;NPH;72.39;;
L4_419;419;419;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45635;Privado_Privado;NPH;83.72;;
L4_42;42;42;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-27506;;1,5599E+29;Desenglobe_Venta_Parcial;090-62179;Privado_Privado;NPH;4432;;
L4_420;420;420;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45636;Publico_Uso_Publico;Via;644.65;;
L4_421;421;421;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45637;Publico_Uso_Publico;Bien_Uso_Publico;26.152.999.999.999.900;;
L4_422;422;422;BOYACÁ;GUAYATA;29/09/2025;079-41146;;1,5325E+29;Desenglobe_Division_Material;079-45638;Publico_Uso_Publico;Bien_Uso_Publico;536.78;;
L4_428;428;428;BOYACÁ;GUAYATA;29/09/2025;079-45614;;SIN NPN;Desenglobe_Division_Material;079-45718;Privado_Privado;NPH;77.98;;
L4_429;429;429;BOYACÁ;GUAYATA;29/09/2025;079-45614;;SIN NPN;Desenglobe_Division_Material;079-45719;Privado_Privado;NPH;87.13;;
L4_43;43;43;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-27506;;1,5599E+29;Desenglobe_Venta_Parcial;090-61809;Privado_Privado;NPH;1657;;
L4_430;430;430;BOYACÁ;GUAYATA;29/09/2025;079-45614;;SIN NPN;Desenglobe_Division_Material;079-45720;Privado_Privado;NPH;85.82;;
L4_431;431;431;BOYACÁ;GUAYATA;29/09/2025;079-45614;;SIN NPN;Desenglobe_Division_Material;079-45721;Privado_Privado;NPH;84.51;;
