"uso_id","uso_nombre","tipo_uso","destino_economico","calificacion_anexo_id","calificacion_anexo_descripcion","cantidad"
6,BODEGA CASA BOMBA,CONVENCIONAL,INDUSTRIAL,25.00000000,"Tanques de mediana capacidad con altura o profundidad no superior a 5 metros; en buen estado de conservación, estructura en concreto, cuenta con revestimiento en todas sus caras, plantilla en concreto pobre, placa de contrapiso, sistema de ventilación y tapa en concreto.",1
6,BODEGA CASA BOMBA,CONVENCIONAL,INDUSTRIAL,26.00000000,Tanques con altura menor a 3 metros o poca profundidad; estructura en ladrillo conservación regular a mala.,1
6,BODEGA CASA BOMBA,CONVENCIONAL,INDUSTRIAL,40.00000000,"Estructura metálica o de madera aserrada, formado por cuatro varales, pisos en cemento y conservación buena.",3
6,BODEGA CASA BOMBA,CONVENCIONAL,INDUSTRIAL,57.00000000,Sin descripción asociada,1
6,BODEGA CASA BOMBA,CONVENCIONAL,INDUSTRIAL,,,3662
7,INDUSTRIAS,CONVENCIONAL,INDUSTRIAL,,,379
8,SILOS,NO CONVENCIONAL,ANEXO,17.00000000,Estructura en ferroconcreto.,3
8,SILOS,NO CONVENCIONAL,ANEXO,18.00000000,Estructura metálica.,12
9,PISCINAS,NO CONVENCIONAL,ANEXO,2.00000000,"Estructura metálica; cubierta de zinc, eternit o teja de barro pisos de cemento; conservación general buena a regular.",1
9,PISCINAS,NO CONVENCIONAL,ANEXO,19.00000000,"Piscinas olímpicas, con sistemas de purificación e iluminación; enchape en azulejo fino; trampolín a diferentes altura. Se encuentra comúnmente en clubes y coliseos.",20
9,PISCINAS,NO CONVENCIONAL,ANEXO,20.00000000,Piscinas semi-olímpicas con sistemas de purificación; enchape en azulejo fino;  Se encuentra comunes en  clubes y  centros de recreación.,153
9,PISCINAS,NO CONVENCIONAL,ANEXO,21.00000000,"Piscinas de tamaña mediano, enchape en azulejo, sistema  de purificación rudimentario, comunes en fincas de recreo  o centros de recreación",741
9,PISCINAS,NO CONVENCIONAL,ANEXO,22.00000000,"Piscinas pequeñas, cubierta en baldosín o cemento.  Comunes en fincas o casas de campo.",204
9,PISCINAS,NO CONVENCIONAL,ANEXO,35.00000000,Estructura en madera fina; todo tipo de cubiertas; piso en cemento; estado de conservación bueno a regular.,1
9,PISCINAS,NO CONVENCIONAL,ANEXO,40.00000000,"Estructura metálica o de madera aserrada, formado por cuatro varales, pisos en cemento y conservación buena.",2
9,PISCINAS,NO CONVENCIONAL,ANEXO,50.00000000,"Altura entre 3 y 9 Mts., longitud 25  a 75 Mts.  Estructura y soportes en concreto o metálica.  Incluye piscina de acceso y sistema de bombeo y purificación.    ",1
9,PISCINAS,NO CONVENCIONAL,ANEXO,60.00000000,Sin descripción asociada,17
9,PISCINAS,NO CONVENCIONAL,ANEXO,,,3
10,TANQUES,NO CONVENCIONAL,ANEXO,3.00000000,"Estructura en madera fina; cubierta de zinc, eternit o teja de barro pisos de cemento; conservación general buena o regular.    ",1
10,TANQUES,NO CONVENCIONAL,ANEXO,23.00000000,"Tanques que por su capacidad y/o altura requieren estructura en ferroconcreto con revestimiento, encontrándose en buen estado de conservación",48
10,TANQUES,NO CONVENCIONAL,ANEXO,24.00000000,"Compuesta de varios elementos estructurales en concreto, sobre la cual se soportan los tanques elevados que generalmente son utilizados en predios de tendencia rural y en ocasiones urbana. Altura promedio de 4 a 5 metros (Incluye el tanque en concreto y acometidas). Capacidad de almacenamiento máxima de 3000 litros (3 m3). Vida útil: 100 años.",112
10,TANQUES,NO CONVENCIONAL,ANEXO,25.00000000,"Tanques de mediana capacidad con altura o profundidad no superior a 5 metros; en buen estado de conservación, estructura en concreto, cuenta con revestimiento en todas sus caras, plantilla en concreto pobre, placa de contrapiso, sistema de ventilación y tapa en concreto.",341
10,TANQUES,NO CONVENCIONAL,ANEXO,26.00000000,Tanques con altura menor a 3 metros o poca profundidad; estructura en ladrillo conservación regular a mala.,166
10,TANQUES,NO CONVENCIONAL,ANEXO,32.00000000,"Estructura en madera pisos en tierra oreador con especificaciones mínimas; estado de conservación regular a mala.  Dentro de este tipo se consideran las condiciones de los tipos anteriores, que se encuentran en regular a mal estado de conservación.",1
10,TANQUES,NO CONVENCIONAL,ANEXO,,,4
11,BENEFICIADEROS,NO CONVENCIONAL,ANEXO,27.00000000,"Estructura en ladrillo o bloque; cubierta en zinc, teja de barro eternit rústico; pisos en cemento, con tanques lavadores y serpentina o canal de carreteo y silo o patio quindiano incorporado.  Estado de conservación buena a regular",60
11,BENEFICIADEROS,NO CONVENCIONAL,ANEXO,28.00000000,"Estructura  en madera; muros en ladrillos o bloque; cubierta en zinc, teja de barro o eternit; existencia de tanques, y/o silos; pisos en cemento.  Estado de conservación bueno a regular",484
11,BENEFICIADEROS,NO CONVENCIONAL,ANEXO,29.00000000,"Beneficiaderos construidos en materiales económicos (bareque, tapia) pisos en tierra conservación regular a mala; se encuentran en este tipo los elementos apenas necesarios:  tanques, despulpaderos, canales, etc., en condiciones rudimentarias, comunes en fincas minifundistas.",1439
11,BENEFICIADEROS,NO CONVENCIONAL,ANEXO,32.00000000,"Estructura en madera pisos en tierra oreador con especificaciones mínimas; estado de conservación regular a mala.  Dentro de este tipo se consideran las condiciones de los tipos anteriores, que se encuentran en regular a mal estado de conservación.",2
11,BENEFICIADEROS,NO CONVENCIONAL,ANEXO,34.00000000,Estructura metálica; todo tipo de cubiertas; piso en cemento; estado de conservación bueno a regular.,1
11,BENEFICIADEROS,NO CONVENCIONAL,ANEXO,,,4
12,COLEGIO Y UNIVERSIDADES,CONVENCIONAL,COMERCIAL,,,2108
13,BIBLIOTECA,CONVENCIONAL,COMERCIAL,,,31
14,GARAJES CUBIERTOS,CONVENCIONAL,RESIDENCIAL,2.00000000,"Estructura metálica; cubierta de zinc, eternit o teja de barro pisos de cemento; conservación general buena a regular.",3
14,GARAJES CUBIERTOS,CONVENCIONAL,RESIDENCIAL,3.00000000,"Estructura en madera fina; cubierta de zinc, eternit o teja de barro pisos de cemento; conservación general buena o regular.    ",1
14,GARAJES CUBIERTOS,CONVENCIONAL,RESIDENCIAL,4.00000000,"Estructura en madera común; cubierta de zinc, eternit o teja de barro; pisos en tierra; conservación regular o mala",2
14,GARAJES CUBIERTOS,CONVENCIONAL,RESIDENCIAL,,,607
16,BODEGAS COMERCIALES - GRANDES ALMACENES,CONVENCIONAL,COMERCIAL,,,265
18,SECADEROS,NO CONVENCIONAL,ANEXO,29.00000000,"Beneficiaderos construidos en materiales económicos (bareque, tapia) pisos en tierra conservación regular a mala; se encuentran en este tipo los elementos apenas necesarios:  tanques, despulpaderos, canales, etc., en condiciones rudimentarias, comunes en fincas minifundistas.",3
18,SECADEROS,NO CONVENCIONAL,ANEXO,30.00000000,Estructura metálica y cerca de madera o metálica muros medianos o totales en ladrillo marquesina de vidrio; pisos en cemento; estado conservación buena.,18
18,SECADEROS,NO CONVENCIONAL,ANEXO,31.00000000,Estructura en ladrillo; pisos en cemento; oreador en madera con sistemas de rodamiento; buen estado de conservación.,427
