id;no, fmi;dirección territorial;municipio;fecha_envio_juridico;folio_matriz;novedadfmi_tipo;npnmatriz;novedad_numero_predial;folio_derivados;predio tipo;condicion prop derivado;árearegistralm2;coeficiente;área coefieciente;id_operacion_db
6887;6887;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78162;Privado_Privado;NPH;;;;13401270-8974
3250;3250;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-337891;Privado_Privado;PH_Unidad_Predial; 4,80;1,36E+14;;13282454-2057
10743;10743;QUINDIO;LA TEBAIDA;28/05/2025;280-176517;;6,3401E+29;Cancelacion_por_Desenglobe;;;;;;;6028255
12867;12867;BOYACÁ;SOGAMOSO;30/05/2025;095-110077;;1,5759E+29;Desenglobe_Division_Material;095-159410;Privado_Privado;PH_Unidad_Predial;;;;1806567-4857
7084;7084;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78357;Privado_Privado;NPH;;;;13401270-10143
14340;14340;BOYACÁ;SOGAMOSO;22/08/2025;095-162359;;SIN NPN;Desenglobe_Division_Material;095-162794;Privado_Privado;PH_Unidad_Predial;58.32;0.46500000000000002;58.32;L2-5992
4141;4141;BOLÍVAR;TURBACO;20/06/2025;060-365742;;SIN NPN;Desenglobe_Division_Material;060-365753;Privado_Privado;PH_Unidad_Predial;;;;L2-3375
1627;1627;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-350584;Privado_Privado;PH_Unidad_Predial;;;;1097579-997
12443;12443;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-50766;;1,5599E+29;Desenglobe_Venta_Parcial;090-62184;Privado_Privado;NPH;;;;L2-514
1832;1832;BOLÍVAR;TURBACO;25/07/2025;060-251803;;1,3836E+29;Desenglobe_Division_Material;060-338503;Privado_Privado;NPH; 400,00;;;1097433-1144
6826;6826;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78101;Privado_Privado;NPH;;;;13401270-11045
14689;14689;BOYACÁ;SOGAMOSO;22/08/2025;095-8299;;1,5759E+29;Desenglobe_Division_Material;095-166187;Privado_Privado;PH_Unidad_Predial;57.107.000.000.000.000;83.8;57.107.000.000.000.000;1784586-6580
323;323;ATLÁNTICO;TUBARÁ;6/06/2025;040-151790;;8,832E+28;Desenglobe_Division_Material;040-645461;Privado_Privado;PH_Unidad_Predial;;;;604735-37
14987;14987;BOYACÁ;TIBANÁ;6/06/2025;-;;SIN NPN;Predio_Nuevo;090-64523;Privado_Privado;NPH;;;;L2-2
1513;1513;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-324903;Privado_Privado;PH_Unidad_Predial;;;;1097579-1087
59;59;ATLÁNTICO;TUBARÁ;11/07/2025;040-605697;;8,832E+28;Desenglobe_Division_Material;040-658116;Privado_Privado;Condominio_Unidad_Predial;;;;13973179-249
3117;3117;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-337865;Privado_Privado;PH_Unidad_Predial;20.7;5,89E+14;;13282454-2384
6083;6083;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77355;Privado_Privado;NPH;;;;13401270-8893
8704;8704;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79967;Privado_Privado;NPH;;;;13401270-10682
12133;12133;BOYACÁ;MONIQUIRÁ;30/05/2025;083-14524;;1,5469E+29;Desenglobe_Division_Material;083-43848;Privado_Privado;NPH;139;;;1542240-4363
12236;12236;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-10384;;1,5599E+29;Desenglobe_Venta_Parcial;090-62392;Privado_Privado;NPH;;;;1643702-73
6331;6331;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77603;Privado_Privado;NPH;;;;13401270-12043
14909;14909;BOYACÁ;TIBANÁ;6/06/2025;090-3207;;1,5804E+29;Desenglobe_Venta_Parcial;090-63619;Privado_Privado;NPH;;;;1869238-332
12030;12030;BOYACÁ;MONIQUIRÁ;30/05/2025;083-2445;;1,5469E+29;Desenglobe_Division_Material;083-45469;Privado_Privado;NPH;7207,86;;;1533998-4475
6118;6118;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77390;Privado_Privado;NPH;;;;13401270-7929
11565;11565;BOYACÁ;GARAGOA;6/06/2025;078-22159;;1,5299E+29;Cancelacion_por_Englobe;;;;;;;1438817
8893;8893;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80153;Privado_Privado;NPH;;;;13401270-9933
1566;1566;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-324956;Privado_Privado;PH_Unidad_Predial;;;;1097579-910
5941;5941;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77214;Privado_Privado;NPH;;;;13401270-10989
2411;2411;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346723;Privado_Privado;NPH;;;;L2-3014
10308;10308;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-83583;Privado_Privado;NPH;;;;13401270-12231
12865;12865;BOYACÁ;SOGAMOSO;30/05/2025;095-110077;;1,5759E+29;Cambio_Numero_Predial_NPH_a_PH;095-110077;Privado_Privado;PH_Matriz;;;;1806567
63;63;ATLÁNTICO;TUBARÁ;11/07/2025;040-605697;;8,832E+28;Desenglobe_Division_Material;040-658120;Privado_Privado;Condominio_Unidad_Predial;;;;13973179-261
2958;2958;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349687;Privado_Privado;NPH;403.72;;;1097944-1728
7993;7993;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79262;Privado_Privado;NPH;;;;13401270-11764
12587;12587;BOYACÁ;RAMIRIQUÍ;30/05/2025;-;;SIN NPN;Predio_Nuevo;090-62273;Privado_Privado;NPH;;;;L2-89
11377;11377;BOYACÁ;CIÉNEGA;30/05/2025;090-17955;;1,5189E+29;Desenglobe_Venta_Parcial;090-65451;Privado_Privado;NPH;;;;1320662-167
4097;4097;BOLÍVAR;TURBACO;20/06/2025;060-365742;;SIN NPN;Desenglobe_Division_Material;060-365784;Privado_Privado;PH_Unidad_Predial;;;;L2-3428
7041;7041;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78314;Privado_Privado;NPH;;;;13401270-8685
9620;9620;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80878;Privado_Privado;NPH;;;;13401270-9298
11641;11641;BOYACÁ;LA CAPILLA;6/06/2025;079-25546;;1,538E+29;Cancelacion_por_Desenglobe;;;;;;;1487604
10124;10124;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81394;Privado_Privado;NPH;;;;13401270-9519
11348;11348;BOYACÁ;CIÉNEGA;30/05/2025;090-17006;;1,5189E+29;Desenglobe_Venta_Parcial;090-63764;Privado_Privado;NPH;;;;1317977-153
14596;14596;BOYACÁ;SOGAMOSO;22/08/2025;095-158003;;SIN NPN;Desenglobe_Division_Material;095-158446;Privado_Privado;Condominio_Unidad_Predial;190.63;39.510.000.000.000.000;190;L2-5154
556;556;ATLÁNTICO;TUBARÁ;29/05/2025;040-612462;;SIN NPN;Desenglobe_Division_Material;040-639117;Privado_Privado;PH_Unidad_Predial;;;;L2-409
8868;8868;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80129;Privado_Privado;NPH;;;;13401270-9122
6220;6220;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77492;Privado_Privado;NPH;;;;13401270-8406
14401;14401;BOYACÁ;SOGAMOSO;22/08/2025;095-48840;FMI_Debe_Estar_Cerrado;1,5759E+29;Desenglobe_Division_Material;095-160018;Privado_Privado;NPH;91;;;1816653-6519
6368;6368;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77639;Privado_Privado;NPH;;;;13401270-9486
2663;2663;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349392;Privado_Privado;NPH;260.67;;;1097944-1294
12967;12967;BOYACÁ;SOGAMOSO;30/05/2025;095-164663;;SIN NPN;Desenglobe_Division_Material;095-167525;Privado_Privado;PH_Unidad_Predial;;;;L2-6242
12468;12468;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-55107;;1,5599E+29;Desenglobe_Venta_Parcial;090-63149;Privado_Privado;NPH;;;;L2-533
7538;7538;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78809;Privado_Privado;NPH;;;;13401270-9013
7177;7177;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78449;Privado_Privado;NPH;;;;13401270-8629
11861;11861;BOYACÁ;MONIQUIRÁ;30/05/2025;083-43359;;1,5469E+29;Desenglobe_Division_Material;083-46068;Privado_Privado;PH_Unidad_Predial;13.72;0.36299999999999999;13.72;1541597-4726
475;475;ATLÁNTICO;TUBARÁ;29/05/2025;040-625802;;SIN NPN;Desenglobe_Division_Material;040-654404;Privado_Privado;Condominio_Unidad_Predial;;;;L2-482
221;221;ATLÁNTICO;TUBARÁ;29/05/2025;040-162599;;8,832E+28;Desenglobe_Division_Material;040-663784;Privado_Privado;NPH;;;;603476-134
13203;13203;BOYACÁ;SOGAMOSO;28/07/2025;095-75780;;1,5759E+29;Desenglobe_Division_Material;095-167848;Privado_Privado;PH_Unidad_Predial;;;;1806072-6561
5588;5588;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76866;Privado_Privado;NPH;;;;13401270-12068
14131;14131;BOYACÁ;SOGAMOSO;22/08/2025;095-18012;;1,5759E+29;Desenglobe_Division_Material;095-164388;Privado_Privado;PH_Unidad_Predial;90;48.498.000.000.000.000;90;1814061-6349
2983;2983;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349712;Privado_Privado;NPH;323.56;;;1097944-1555
9988;9988;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81243;Privado_Privado;NPH;;;;13401270-12730
12123;12123;BOYACÁ;MONIQUIRÁ;30/05/2025;083-12543;FMI_Debe_Estar_Cerrado;1,5469E+29;Desenglobe_Division_Material;083-47238;Privado_Privado;NPH;104821,19;;;1535776-4354
6754;6754;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78029;Privado_Privado;NPH;;;;13401270-9468
12492;12492;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-24101;;1,5599E+29;Desenglobe_Division_Material;090-65748;Privado_Privado;NPH;;;;L2-4787
2639;2639;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349869;Privado_Privado;NPH;449.32;;;1097944-1462
2596;2596;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349826;Privado_Privado;NPH;281.55;;;1097944-1582
13484;13484;BOYACÁ;SOGAMOSO;28/07/2025;095-158307;FMI_Debe_Estar_Abierto;1,5759E+29;Desenglobe_Division_Material;095-164872;Privado_Privado;PH_Unidad_Predial;61,84;1.9;61,84;1803439-5751
6155;6155;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77427;Privado_Privado;NPH;;;;13401270-9596
6792;6792;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78067;Privado_Privado;NPH;;;;13401270-8866
2382;2382;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346694;Privado_Privado;NPH;;;;L2-2945
12332;12332;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-3832;;1,5599E+29;Desenglobe_Venta_Parcial;090-62808;Privado_Privado;NPH;;;;L2-395
5316;5316;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76595;Privado_Privado;NPH;;;;13401270-11066
6468;6468;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77738;Privado_Privado;NPH;;;;13401270-9562
3118;3118;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338108;Privado_Privado;PH_Unidad_Predial;78.040.000.000.000.000;0.22220000000000001;;13282454-2431
3248;3248;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338102;Privado_Privado;PH_Unidad_Predial; 95,60;0.2722;;13282454-2131
4225;4225;META;GRANADA;4/07/2025;236-1428;;5,0313E+29;Desenglobe_Division_Material;236-100501;Privado_Privado;NPH;91;;;4752593-6813
4599;4599;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71232;Privado_Privado;PH_Unidad_Predial;;;;4752584-6973
9966;9966;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81221;Privado_Privado;NPH;;;;13401270-8633
11858;11858;BOYACÁ;MONIQUIRÁ;30/05/2025;083-43359;;1,5469E+29;Desenglobe_Division_Material;083-46080;Privado_Privado;PH_Unidad_Predial;101.42;53.630.000.000.000.000;101.42;1541597-4719
3673;3673;BOLÍVAR;TURBACO;26/05/2025;060-340194;;SIN NPN;Desenglobe_Division_Material;060-370506;Privado_Privado;NPH;;;;L2-2684
13502;13502;BOYACÁ;SOGAMOSO;28/07/2025;095-25865;;1,5759E+29;Englobe_Nuevo_FMI;095-160104;Privado_Privado;NPH;305;;;1797595-125
7851;7851;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79121;Privado_Privado;NPH;;;;13401270-11477
9108;9108;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80367;Privado_Privado;NPH;;;;13401270-8440
6438;6438;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77709;Privado_Privado;NPH;;;;13401270-8667
9314;9314;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80573;Privado_Privado;NPH;;;;13401270-11960
8397;8397;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79662;Privado_Privado;NPH;;;;13401270-9719
157;157;ATLÁNTICO;TUBARÁ;11/07/2025;040-605697;;8,832E+28;Desenglobe_Division_Material;040-657969;Privado_Privado;Condominio_Unidad_Predial;;;;13973179-294
8687;8687;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79950;Privado_Privado;NPH;;;;13401270-10708
6137;6137;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77409;Privado_Privado;NPH;;;;13401270-10820
9073;9073;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80332;Privado_Privado;NPH;;;;13401270-8329
2300;2300;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346612;Privado_Privado;NPH;;;;L2-3068
9419;9419;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80677;Privado_Privado;NPH;;;;13401270-11105
8626;8626;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79889;Privado_Privado;NPH;;;;13401270-8674
4944;4944;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75673;Publico_Uso_Publico;Bien_Uso_Publico;;;;4753500-7380
13333;13333;BOYACÁ;SOGAMOSO;28/07/2025;095-132795;;1,5759E+29;Desenglobe_Division_Material;095-161220;Privado_Privado;PH_Unidad_Predial;;;;1803623-5028
1725;1725;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-325103;Privado_Privado;PH_Unidad_Predial;;;;1097579-1048
6122;6122;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77394;Privado_Privado;NPH;;;;13401270-11417
10;10;ATLÁNTICO;TUBARÁ;11/07/2025;040-605697;;8,832E+28;Desenglobe_Division_Material;040-658012;Privado_Privado;Condominio_Unidad_Predial;;;;13973179-259
10327;10327;META;GRANADA;18/07/2025;236-87598;;SIN NPN;Desenglobe_Division_Material;236-101825;Privado_Privado;NPH;;;;L2-12847
4368;4368;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71463;Privado_Privado;PH_Unidad_Predial;;;;4752584-6907
14116;14116;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-166013;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5282
13216;13216;BOYACÁ;SOGAMOSO;28/07/2025;095-82220;;1,5759E+29;Desenglobe_Division_Material;095-162203;Privado_Privado;PH_Unidad_Predial;;;;1787646-6576
10940;10940;RISARALDA;LA CELIA;30/05/2025;297-8740;;6,6383E+29;Cancelacion_por_Englobe;;;;;;;12095660
12726;12726;BOYACÁ;SOGAMOSO;30/05/2025;095-160325;;SIN NPN;Desenglobe_Division_Material;095-161323;Privado_Privado;PH_Unidad_Predial;;;;L2-5790
8653;8653;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79916;Privado_Privado;NPH;;;;13401270-11487
7229;7229;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78501;Privado_Privado;NPH;;;;13401270-11494
3849;3849;BOLÍVAR;TURBACO;4/07/2025;060-315148;;SIN NPN;Desenglobe_Division_Material;060-339591;Privado_Privado;NPH;;;;L2-1782
13013;13013;BOYACÁ;SOGAMOSO;30/05/2025;095-164663;;SIN NPN;Desenglobe_Division_Material;095-167494;Privado_Privado;PH_Unidad_Predial;;;;L2-6159
11461;11461;BOYACÁ;GARAGOA;6/06/2025;078-21818;;1,5299E+29;Cancelacion_por_Desenglobe;;;;;;;1438810
1581;1581;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-324971;Privado_Privado;PH_Unidad_Predial;;;;1097579-837
10558;10558;QUINDIO;LA TEBAIDA;28/05/2025;280-73234;;6,3401E+29;Desenglobe_Division_Material;280-256683;Privado_Privado;PH_Unidad_Predial;;;;6028881-13135
14089;14089;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-166023;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5426
11590;11590;BOYACÁ;GARAGOA;6/06/2025;078-38726;;1,5299E+29;Cancelacion_por_Englobe;;;;;;;13488087
11873;11873;BOYACÁ;MONIQUIRÁ;30/05/2025;083-21516;;1,5469E+29;Desenglobe_Venta_Parcial;083-45592;Privado_Privado;NPH;3226.14;;;1536848-55
3202;3202;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338099;Privado_Privado;PH_Unidad_Predial;78.040.000.000.000.000;0.22220000000000001;;13282454-2102
14870;14870;BOYACÁ;TIBANÁ;6/06/2025;090-2382;;1,5804E+29;Desenglobe_Venta_Parcial;090-64171;Privado_Privado;NPH;;;;1869299-249
2628;2628;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349858;Privado_Privado;NPH;402.32;;;1097944-1339
8862;8862;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80123;Privado_Privado;NPH;;;;13401270-11790
219;219;ATLÁNTICO;TUBARÁ;29/05/2025;040-162599;;8,832E+28;Desenglobe_Division_Material;040-663782;Privado_Privado;NPH;;;;603476-139
5653;5653;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76931;Privado_Privado;NPH;;;;13401270-7755
1783;1783;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-325160;Privado_Privado;PH_Unidad_Predial;;;;1097579-1004
2060;2060;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346961;Privado_Privado;NPH;;;;L2-3114
12616;12616;BOYACÁ;RAMIRIQUÍ;30/05/2025;-;;SIN NPN;Predio_Nuevo;090-63111;Privado_Privado;NPH;;;;L2-126
1954;1954;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346855;Privado_Privado;NPH;;;;L2-3045
6388;6388;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77659;Privado_Privado;NPH;;;;13401270-12021
1225;1225;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374658;Privado_Privado;PH_Unidad_Predial;;;;L2-3505
10417;10417;META;GRANADA;18/07/2025;236-87598;;SIN NPN;Desenglobe_Division_Material;236-101805;Privado_Privado;NPH;;;;L2-12881
1302;1302;BOLÍVAR;TURBACO;25/07/2025;060-13937;;1,3836E+29;Desenglobe_Division_Material;060-402760;Privado_Privado;NPH;84;;;13282259-739
3221;3221;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338101;Privado_Privado;PH_Unidad_Predial;78.040.000.000.000.000;0.22220000000000001;;13282454-2150
11010;11010;RISARALDA;LA CELIA;30/05/2025;297-9425;;SIN NPN;Desenglobe_Division_Material;297-9458;Privado_Privado;NPH;;;;L2-13329
6439;6439;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-7771;Privado_Privado;NPH;;;;13401270-11437
7496;7496;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78767;Privado_Privado;NPH;;;;13401270-12668
6542;6542;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77812;Privado_Privado;NPH;;;;13401270-8922
14943;14943;BOYACÁ;TIBANÁ;6/06/2025;090-22168;;1,5804E+29;Desenglobe_Venta_Parcial;090-64188;Privado_Privado;NPH;;;;1864073-217
14940;14940;BOYACÁ;TIBANÁ;6/06/2025;090-10850;;1,5804E+29;Desenglobe_Venta_Parcial;090-63723;Privado_Privado;NPH;;;;1864087-78
1697;1697;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-325075;Privado_Privado;PH_Unidad_Predial;;;;1097579-980
9094;9094;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80353;Privado_Privado;NPH;;;;13401270-8694
2381;2381;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346693;Privado_Privado;NPH;;;;L2-3277
3033;3033;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349762;Privado_Privado;NPH;353.02;;;1097944-1704
13162;13162;BOYACÁ;SOGAMOSO;28/07/2025;095-126253;;1,5759E+29;Cancelacion_por_Englobe;;;;;;;1815604
10184;10184;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-83018;Privado_Privado;NPH;;;;13401270-8134
8057;8057;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79326;Privado_Privado;NPH;;;;13401270-12083
12910;12910;BOYACÁ;SOGAMOSO;30/05/2025;095-164663;;SIN NPN;Desenglobe_Division_Material;095-167572;Privado_Privado;PH_Unidad_Predial;;;;L2-6193
7588;7588;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78859;Privado_Privado;NPH;;;;13401270-7707
13349;13349;BOYACÁ;SOGAMOSO;28/07/2025;095-151149;;1,5759E+29;Desenglobe_Division_Material;095-159395;Privado_Privado;PH_Unidad_Predial;;;;13518296-5107
14462;14462;BOYACÁ;SOGAMOSO;22/08/2025;095-54614;;1,5759E+29;Desenglobe_Division_Material;095-165365;Privado_Privado;PH_Unidad_Predial;58.99;14.97;58.99;1803362-6534
11491;11491;BOYACÁ;GARAGOA;6/06/2025;078-28022;;1,5299E+29;Desenglobe_Division_Material;078-43402;Privado_Privado;NPH;;;;1442690-4209
3830;3830;BOLÍVAR;TURBACO;4/07/2025;060-296146;FMI_Debe_Estar_Cerrado;SIN NPN;Cancelacion_por_Desenglobe;;;;;;;1099217-1755
7912;7912;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79181;Privado_Privado;NPH;;;;13401270-9874
469;469;ATLÁNTICO;TUBARÁ;29/05/2025;040-612947;;SIN NPN;Desenglobe_Division_Material;040-625802;Privado_Privado;NPH;31033;;;L2-430
6920;6920;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78194;Privado_Privado;NPH;;;;13401270-10873
633;633;BOLÍVAR;MAGANGUÉ;18/07/2025;064-35217;;1,343E+29;Desenglobe_Division_Material;064-39656;Publico_Uso_Publico;Bien_Uso_Publico;250;;;13584595-3899
10544;10544;QUINDIO;LA TEBAIDA;28/05/2025;280-73234;;6,3401E+29;Desenglobe_Division_Material;280-256669;Privado_Privado;PH_Unidad_Predial;;;;6028881-13113
6484;6484;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77754;Privado_Privado;NPH;;;;13401270-9993
14527;14527;BOYACÁ;SOGAMOSO;22/08/2025;095-12464;;1,5759E+29;Desenglobe_Division_Material;095-159771;Privado_Privado;PH_Unidad_Predial;76;44.800.000.000.000.000;;1799244-4981
8424;8424;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79689;Privado_Privado;NPH;;;;13401270-10491
6020;6020;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77292;Privado_Privado;NPH;;;;13401270-11432
1086;1086;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374583;Privado_Privado;PH_Unidad_Predial;;;;L2-3532
4800;4800;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75529;Privado_Privado;NPH;;;;4753500-7264
4365;4365;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71466;Privado_Privado;PH_Unidad_Predial;;;;4752584-7078
14153;14153;BOYACÁ;SOGAMOSO;22/08/2025;095-18012;;1,5759E+29;Desenglobe_Division_Material;095-164378;Privado_Privado;PH_Unidad_Predial;16.600.000.000.000.000;0.89449999999999996;16,6;1814061-6351
3146;3146;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-337871;Privado_Privado;PH_Unidad_Predial;3.3; 0,0093;;13282454-2308
5060;5060;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76342;Privado_Privado;NPH;;;;13401270-11903
3229;3229;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-337883;Privado_Privado;PH_Unidad_Predial;3.5;9,90E+13;;13282454-2420
