"objectid";"id_operacion";"id";"folio_matriz";"novedadfmi_tipo";"npnmatriz";"novedad_numero_predial";"folio_derivados";"predio tipo";"condicion prop derivado";"árearegistralm2";"coeficiente";"área coefieciente";"count"
1305996;"1650608";1903;"090-24778";;"155990100000000820008000000000";Cancelacion_por_Desenglobe;;;;;;;1
1369749;"1649203";1626;"090-24942";;"155990100000000080028000000000";Cancelacion_por_Desenglobe;;;;;;;1
1421882;"1642122";1605;"090-27172";;"155990000000000090099000000000";Cancelacion_por_Desenglobe;;;;;;;1
1291428;"1642120";1609;"090-27173";;"155990000000000090097000000000";Cancelacion_por_Desenglobe;;;;;;;1
1388661;"1642695";1683;"090-30350";;"155990000000000090786000000000";Cancelacion_por_Englobe;;;;;;;1
1128560;"1642634";1682;"090-30376";;"155990000000000090678000000000";Cancelacion_por_Englobe;;;;;;;1
1225975;"1641549";1632;"090-32814";;"155990000000000060090000000000";Cancelacion_por_Desenglobe;;;;;;;1
1257993;"1640954";1915;"090-41335";;"155990000000000030020000000000";Cancelacion_por_Englobe;;;;;;;1
1258098;"1642425";1723;"090-42387";;"155990000000000090437000000000";Cancelacion_por_Englobe;;;;;;;1
1518049;"1642896";1724;"090-42396";;"155990000000000091087000000000";Cancelacion_por_Englobe;;;;;;;1
1226053;"1642680";1725;"090-42441";;"155990000000000090765000000000";Cancelacion_por_Englobe;;;;;;;1
1634883;L3_-1920;1914;"090-14295";;"155990000000000040073000000000";Englobe_Nuevo_FMI;"090-42667";Privado_Privado;NPH;"8317.66";;;1
1634883;L3_-1920;1913;"090-41335";;"155990000000000030020000000000";Englobe_Nuevo_FMI;"090-42667";Privado_Privado;NPH;"8317.66";;;1
1634883;L3_-1920;1920;"090-42667";;SIN NPN;Cancelacion_por_Desenglobe;;;;;;;1
1637884;L3_-1920R1917;1917;"090-42667";;SIN NPN;Desenglobe_Division_Material;"090-42673";Privado_Privado;NPH;"2079";;;1
1637882;L3_-1920R1918;1918;"090-42667";;SIN NPN;Desenglobe_Division_Material;"090-42675";Privado_Privado;NPH;"2079";;;1
1637883;L3_-1920R1919;1919;"090-42667";;SIN NPN;Desenglobe_Division_Material;"090-42676";Privado_Privado;NPH;"4159.66";;;1
1518055;"1643310";1711;"090-43230";;"155990000000000091593000000000";Cancelacion_por_Desenglobe;;;;;;;1
1042656;"1642944";1731;"090-44706";;"155990000000000091224000000000";Cancelacion_por_Englobe;;;;;;;1
1208415;"1649674";1635;"090-46949";FMI_Debe_Estar_Cerrado;"155990100000000310011000000000";Cancelacion_por_Desenglobe;;;;;;;1
1226017;"1642232";1615;"090-48558";;"155990000000000090231000000000";Cancelacion_por_Desenglobe;;;;;;;1
1111155;"1650842";1629;"090-48886";;"155990100000000980014000000000";Cancelacion_por_Desenglobe;;;;;;;1
1143826;"1650097";329;"090-50461";;"155990100000000540001000000000";Cancelacion_por_Desenglobe;;;;;;;1
1355200;"1642968";1686;"090-51169";;"155990000000000091251000000000";Cancelacion_por_Englobe;;;;;;;1
1099461;"1642266";1687;"090-51171";;"155990000000000090268000000000";Cancelacion_por_Englobe;;;;;;;1
1637901;"1649674R1633";1633;"090-46949";FMI_Debe_Estar_Cerrado;"155990100000000310011000000000";Desenglobe_Venta_Parcial;"090-51185";Privado_Privado;NPH;"26.2";;;1
1637900;"1649674R1634";1634;"090-46949";FMI_Debe_Estar_Cerrado;"155990100000000310011000000000";Desenglobe_Venta_Parcial;"090-51195";Privado_Privado;NPH;"46.8";;;1
1637774;"1650783R1960";1960;"090-20921";FMI_Debe_Estar_Cerrado;"155990100000000930006000000000";Desenglobe_Division_Material;"090-51399";Privado_Privado;NPH;NPH;;;1
1637773;"1650783R1961";1961;"090-20921";FMI_Debe_Estar_Cerrado;"155990100000000930006000000000";Desenglobe_Division_Material;"090-51400";Privado_Privado;NPH;NPH;;;1
1637772;"1650783R1963";1963;"090-20921";FMI_Debe_Estar_Cerrado;"155990100000000930006000000000";Desenglobe_Division_Material;"090-51401";Privado_Privado;NPH;NPH;;;1
1637771;"1650783R1964";1964;"090-20921";FMI_Debe_Estar_Cerrado;"155990100000000930006000000000";Desenglobe_Division_Material;"090-51405";Privado_Privado;NPH;NPH;;;1
1637770;"1650783R1962";1962;"090-20921";FMI_Debe_Estar_Cerrado;"155990100000000930006000000000";Desenglobe_Division_Material;"090-51406";Privado_Privado;NPH;NPH;;;1
1638023;"1642154R1692";1692;"090-6991";;"155990000000000090141000000000";Desenglobe_Venta_Parcial;"090-52087";Privado_Privado;NPH;"4535";;;1
1638022;"1642813R1692";1692;"090-6991";;"155990000000000090141000000000";Desenglobe_Venta_Parcial;"090-52087";Privado_Privado;NPH;"4535";;;1
1404087;"1649693";352;"090-52285";;"155990100000000330004000000000";Cancelacion_por_Englobe;;;;;;;1
1637816;"1642527R1728";1728;"090-25098";;"155990000000000090568000000000";Desenglobe_Venta_Parcial;"090-52745";Privado_Privado;NPH;"3000";;;1
1638036;"1642227R1670";1670;"090-8471";;"155990000000000090226000000000";Desenglobe_Venta_Parcial;"090-53493";Privado_Privado;NPH;"1480";;;1
1637842;"1642824R1719";1719;"090-31489";;"155990000000000090990000000000";Desenglobe_Venta_Parcial;"090-53588";Privado_Privado;NPH;"170";;;1
1518054;"1643308";1739;"090-53970";;"155990000000000091591000000000";Cancelacion_por_Desenglobe;;;;;;;1
1161407;"1642454";1669;"090-53973";FMI_Debe_Estar_Cerrado;"155990000000000090480000000000";Cancelacion_por_Desenglobe;;;;;;;1
1208463;"1650327";1908;"090-54353";;"155990100000000610010000000000";Cancelacion_por_Desenglobe;;;;;;;1
1258100;"1642502";1763;"090-54681";;"155990000000000090543000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637873;"1642969R1746";1746;"090-38522";;"155990000000000091252000000000";Desenglobe_Venta_Parcial;"090-54758";Privado_Privado;NPH;"2019";;;1
1637760;"1642640R1666";1666;"090-14498";;"155990000000000090698000000000";Desenglobe_Venta_Parcial;"090-56342";Privado_Privado;NPH;"8674";;;1
1301960;"1645727";1912;"090-56721";;"155990000000000160287000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637790;"1649963R331";331;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57083";Privado_Privado;PH_Unidad_Predial;"28.73";6.15;28.73;1
1637794;"1649963R332";332;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57084";Privado_Privado;PH_Unidad_Predial;"28.22";6.04;28.22;1
1637799;"1649963R333";333;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57085";Privado_Privado;PH_Unidad_Predial;"18.22";3.9;18.22;1
1637793;"1649963R334";334;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57086";Privado_Privado;PH_Unidad_Predial;"25.25";5.4;25.25;1
1637792;"1649963R335";335;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57087";Privado_Privado;PH_Unidad_Predial;"16.68";3.57;16.68;1
1637791;"1649963R336";336;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57088";Privado_Privado;PH_Unidad_Predial;"19.35";4.14;19.35;1
1637789;"1649963R337";337;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57089";Privado_Privado;PH_Unidad_Predial;"20.02";4.28;20.02;1
1637788;"1649963R338";338;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57090";Privado_Privado;PH_Unidad_Predial;"24.19";5.18;24.19;1
1637787;"1649963R339";339;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57091";Privado_Privado;PH_Unidad_Predial;"22.19";4.75;22.19;1
1637785;"1649963R340";340;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57092";Privado_Privado;PH_Unidad_Predial;"22.83";4.88;22.83;1
1637784;"1649963R341";341;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57093";Privado_Privado;PH_Unidad_Predial;"21.22";4.54;21.22;1
1637783;"1649963R342";342;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57094";Privado_Privado;PH_Unidad_Predial;"18.79";4.02;18.79;1
1637782;"1649963R343";343;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57095";Privado_Privado;PH_Unidad_Predial;"18.9";4.04;18.9;1
1637781;"1649963R344";344;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57096";Privado_Privado;PH_Unidad_Predial;"76.58";16.38;76.58;1
1637798;"1649963R345";345;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57097";Privado_Privado;PH_Unidad_Predial;"22.83";4.88;22.83;1
1637797;"1649963R346";346;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57098";Privado_Privado;PH_Unidad_Predial;"21.22";4.54;21.22;1
1637796;"1649963R347";347;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57099";Privado_Privado;PH_Unidad_Predial;"18.79";4.02;18.79;1
1637786;"1649963R348";348;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57100";Privado_Privado;PH_Unidad_Predial;"18.9";4.04;18.9;1
1637795;"1649963R349";349;"090-23571";;"155990100000000450011000000000";Desenglobe_Division_Material;"090-57101";Privado_Privado;PH_Unidad_Predial;"24.5";5.24;24.5;1
1637843;"1641549R1630";1630;"090-32814";;"155990000000000060090000000000";Desenglobe_Division_Material;"090-57942";Privado_Privado;NPH;"948";;;1
1637844;"1641549R1631";1631;"090-32814";;"155990000000000060090000000000";Desenglobe_Division_Material;"090-57943";Privado_Privado;NPH;"855";;;1
1634927;"1642266-1685";1685;"090-51171";;"155990000000000090268000000000";Englobe_Nuevo_FMI;"090-58047";Privado_Privado;NPH;"12400";;;1
1634927;"1642266-1685";1684;"090-51169";;"155990000000000091251000000000";Englobe_Nuevo_FMI;"090-58047";Privado_Privado;NPH;"12400";;;1
1637924;"1650327R1904";1904;"090-54353";;"155990100000000610010000000000";Desenglobe_Division_Material;"090-58097";Privado_Privado;NPH;"503.64";;;1
1637923;"1650327R1905";1905;"090-54353";;"155990100000000610010000000000";Desenglobe_Division_Material;"090-58098";Privado_Privado;NPH;"999.08";;;1
1637922;"1650327R1906";1906;"090-54353";;"155990100000000610010000000000";Desenglobe_Division_Material;"090-58099";Privado_Privado;NPH;"967.21";;;1
1637925;"1650327R1907";1907;"090-54353";;"155990100000000610010000000000";Desenglobe_Division_Material;"090-58100";Privado_Privado;NPH;"1221.07";;;1
1637903;"1642232R1614";1614;"090-48558";;"155990000000000090231000000000";Desenglobe_Division_Material;"090-58101";Privado_Privado;NPH;"16397.31";;;1
1637902;"1642232R1613";1613;"090-48558";;"155990000000000090231000000000";Desenglobe_Division_Material;"090-58102";Privado_Privado;NPH;"19048.69";;;1
1637800;"1642413R1718";1718;"090-23627";;"155990000000000090425000000000";Desenglobe_Venta_Parcial;"090-58117";Privado_Privado;NPH;"5200";;;1
1637829;"1642122R1601";1601;"090-27172";;"155990000000000090099000000000";Desenglobe_Division_Material;"090-58175";Privado_Privado;NPH;"1543";;;1
1637826;"1642122R1602";1602;"090-27172";;"155990000000000090099000000000";Desenglobe_Division_Material;"090-58176";Privado_Privado;NPH;"1547";;;1
1637827;"1642122R1603";1603;"090-27172";;"155990000000000090099000000000";Desenglobe_Division_Material;"090-58177";Privado_Privado;NPH;"1529";;;1
1637828;"1642122R1604";1604;"090-27172";;"155990000000000090099000000000";Desenglobe_Division_Material;"090-58178";Privado_Privado;NPH;"1523";;;1
1637830;"1642120R1606";1606;"090-27173";;"155990000000000090097000000000";Desenglobe_Division_Material;"090-58179";Privado_Privado;NPH;"1787";;;1
1637832;"1642120R1607";1607;"090-27173";;"155990000000000090097000000000";Desenglobe_Division_Material;"090-58180";Privado_Privado;NPH;"1536";;;1
1637831;"1642120R1608";1608;"090-27173";;"155990000000000090097000000000";Desenglobe_Division_Material;"090-58181";Privado_Privado;NPH;"1743";;;1
1069978;"13501952";258;"090-58193";;"155990000000000091671000000000";Cambio_Numero_Predial_NPH_a_PH;"090-58193";Privado_Privado;PH_Matriz;"6.214";;;1
1637931;"13584484R1658";1658;"090-55365";;"155990000000000091713000000000";Desenglobe_Venta_Parcial;"090-58371";Privado_Privado;NPH;"1410";;;1
1637932;"1645727R1911";1911;"090-56721";;"155990000000000160287000000000";Desenglobe_Division_Material;"090-58770";Privado_Privado;NPH;"1741.57";;;1
1637933;"1645727R1909";1909;"090-56721";;"155990000000000160287000000000";Desenglobe_Division_Material;"090-58771";Privado_Privado;NPH;"3858.1";;;1
1637934;"1645727R1910";1910;"090-56721";;"155990000000000160287000000000";Desenglobe_Division_Material;"090-58772";Privado_Privado;NPH;"2291.98";;;1
1634940;"1642896-1721";1722;"090-42441";;"155990000000000090765000000000";Englobe_Nuevo_FMI;"090-59089";Privado_Privado;NPH;"8400";;;1
1634940;"1642896-1721";1721;"090-42396";;"155990000000000091087000000000";Englobe_Nuevo_FMI;"090-59089";Privado_Privado;NPH;"8400";;;1
1634940;"1642896-1721";1720;"090-42387";;"155990000000000090437000000000";Englobe_Nuevo_FMI;"090-59089";Privado_Privado;NPH;"8400";;;1
1637910;"1650097R320";320;"090-50461";;"155990100000000540001000000000";Desenglobe_Division_Material;"090-59328";Privado_Privado;NPH;"266.85";;;1
1637914;"1650097R325";325;"090-50461";;"155990100000000540001000000000";Desenglobe_Division_Material;"090-59330";Privado_Privado;NPH;"182.83";;;1
1637907;"1650097R327";327;"090-50461";;"155990100000000540001000000000";Desenglobe_Division_Material;"090-59331";Privado_Privado;NPH;"182.25";;;1
1637911;"1650097R321";321;"090-50461";;"155990100000000540001000000000";Desenglobe_Division_Material;"090-59332";Privado_Privado;NPH;"179.16";;;1
1637909;"1650097R322";322;"090-50461";;"155990100000000540001000000000";Desenglobe_Division_Material;"090-59333";Privado_Privado;NPH;"177.36";;;1
1637912;"1650097R323";323;"090-50461";;"155990100000000540001000000000";Desenglobe_Division_Material;"090-59334";Privado_Privado;NPH;"175.37";;;1
1637913;"1650097R324";324;"090-50461";;"155990100000000540001000000000";Desenglobe_Division_Material;"090-59335";Privado_Privado;NPH;"173.7";;;1
1637906;"1650097R326";326;"090-50461";;"155990100000000540001000000000";Desenglobe_Division_Material;"090-59336";Privado_Privado;NPH;"171.9";;;1
1637908;"1650097R328";328;"090-50461";;"155990100000000540001000000000";Desenglobe_Division_Material;"090-59337";Privado_Privado;NPH;"236";;;1
1637996;"1642238R1671";1671;"090-6126";;"155990000000000090237000000000";Desenglobe_Venta_Parcial;"090-59839";Privado_Privado;NPH;"4500";;;1
1637920;"1642454R1667";1667;"090-53973";FMI_Debe_Estar_Cerrado;"155990000000000090480000000000";Desenglobe_Division_Material;"090-60173";Privado_Privado;NPH;"11340";;;1
1637921;"1642454R1668";1668;"090-53973";FMI_Debe_Estar_Cerrado;"155990000000000090480000000000";Desenglobe_Division_Material;"090-60174";Privado_Privado;NPH;"11340";;;1
1637927;"1642502R1759";1759;"090-54681";;"155990000000000090543000000000";Desenglobe_Division_Material;"090-60339";Privado_Privado;NPH;"2005";;;1
1637926;"1642502R1760";1760;"090-54681";;"155990000000000090543000000000";Desenglobe_Division_Material;"090-60340";Privado_Privado;NPH;"1957";;;1
1637929;"1642502R1761";1761;"090-54681";;"155990000000000090543000000000";Desenglobe_Division_Material;"090-60341";Privado_Privado;NPH;"2800";;;1
1637928;"1642502R1762";1762;"090-54681";;"155990000000000090543000000000";Desenglobe_Division_Material;"090-60342";Privado_Privado;NPH;"1629";;;1
1637809;"1649203R1625";1625;"090-24942";;"155990100000000080028000000000";Desenglobe_Venta_Parcial;"090-60515";Privado_Privado;NPH;"88";;;1
1634923;"1642658-1677";1677;"090-21297";FMI_Debe_Estar_Cerrado;"155990000000000090735000000000";Englobe_Nuevo_FMI;"090-60716";Privado_Privado;NPH;"12974";;;1
1634923;"1642658-1677";1676;"090-22150";FMI_Debe_Estar_Cerrado;"155990000000000090719000000000";Englobe_Nuevo_FMI;"090-60716";Privado_Privado;NPH;"12974";;;1
1638017;"1642240R1617";1617;"090-6178";;"155990000000000090239000000000";Desenglobe_Division_Material;"090-60999";Privado_Privado;NPH;"4800";;;1
1638018;"1642240R1616";1616;"090-6178";;"155990000000000090239000000000";Desenglobe_Division_Material;"090-61000";Privado_Privado;NPH;"9600";;;1
1637833;"1642363R1716";1716;"090-27195";;"155990000000000090374000000000";Desenglobe_Venta_Parcial;"090-61047";Privado_Privado;NPH;"2150";;;1
1637834;"1642363R1717";1717;"090-27195";;"155990000000000090374000000000";Desenglobe_Venta_Parcial;"090-61048";Privado_Privado;NPH;"4480";;;1
1637876;"1642609R1640";1640;"090-40138";;"155990000000000090655000000000";Desenglobe_Venta_Parcial;"090-61226";Privado_Privado;NPH;"2251";;;1
1637813;"1643831R1619";1619;"090-25037";;"155990000000000110231000000000";Desenglobe_Venta_Parcial;"090-61228";Privado_Privado;NPH;"2931.13";;;1
1637814;"1643831R1620";1620;"090-25037";;"155990000000000110231000000000";Desenglobe_Venta_Parcial;"090-61229";Privado_Privado;NPH;"3074.74";;;1
1637815;"1643831R1621";1621;"090-25037";;"155990000000000110231000000000";Desenglobe_Venta_Parcial;"090-61230";Privado_Privado;NPH;"3955.35";;;1
1637812;"1643831R1624";1624;"090-25037";;"155990000000000110231000000000";Desenglobe_Venta_Parcial;"090-61231";Privado_Privado;NPH;"3572.7";;;1
1637810;"1643831R1622";1622;"090-25037";;"155990000000000110231000000000";Desenglobe_Venta_Parcial;"090-61232";Privado_Privado;NPH;"2888.55";;;1
1099457;"1642238";1672;"090-6126";;"155990000000000090237000000000";Cancelacion_por_Desenglobe;;;;;;;1
1069896;"1641533";1638;"090-61260";;"155990000000000060074000000000";Cancelacion_por_Desenglobe;;;;;;;1
1634896;L3_-369;350;"090-52285";;"155990100000000330004000000000";Englobe_Nuevo_FMI;"090-61285";Privado_Privado;NPH;"1822.31";;;1
1634896;L3_-369;351;"090-8007";;"155990100000000330005000000000";Englobe_Nuevo_FMI;"090-61285";Privado_Privado;NPH;"1822.31";;;1
1634896;L3_-369;369;"090-61285";;SIN NPN;Cancelacion_por_Desenglobe;;;;;;;1
1637755;"1642339R1689";1689;"090-11404";;"155990000000000090349000000000";Desenglobe_Venta_Parcial;"090-61509";Privado_Privado;NPH;"2017";;;1
1637849;"1642064R1698";1698;"090-34703";;"155990000000000090034000000000";Desenglobe_Venta_Parcial;"090-61514";Privado_Privado;NPH;"6042";;;1
1637738;"1645273R1955";1955;"090-10020";;"155990000000000150219000000000";Desenglobe_Venta_Parcial;"090-61520";Privado_Privado;NPH;"4007";;;1
1637737;"1645363R1955";1955;"090-10020";;"155990000000000150219000000000";Desenglobe_Venta_Parcial;"090-61520";Privado_Privado;NPH;"4007";;;1
1637880;"1646523R1949";1949;"090-42497";;"155990000000000200386000000000";Desenglobe_Venta_Parcial;"090-61547";Privado_Privado;NPH;"1345";;;1
1637776;"1642452R1752";1752;"090-210";;"155990000000000090468000000000";Desenglobe_Venta_Parcial;"090-61557";Privado_Privado;NPH;"242";;;1
1638041;"1646210R1957";1957;"090-9377";;"155990000000000200082000000000";Desenglobe_Venta_Parcial;"090-61566";Privado_Privado;NPH;"5880";;;1
1638040;"1646232R1957";1957;"090-9377";;"155990000000000200082000000000";Desenglobe_Venta_Parcial;"090-61566";Privado_Privado;NPH;"5880";;;1
1637835;"1642050R1705";1705;"090-2739";;"155990000000000090019000000000";Desenglobe_Venta_Parcial;"090-61577";Privado_Privado;NPH;"31556";;;1
1637893;"1642747R1655";1655;"090-4299";;"155990000000000090854000000000";Desenglobe_Venta_Parcial;"090-61580";Privado_Privado;NPH;"205";;;1
1637892;"1642816R1655";1655;"090-4299";;"155990000000000090854000000000";Desenglobe_Venta_Parcial;"090-61580";Privado_Privado;NPH;"205";;;1
1638024;"1646428R1953";1953;"090-717";;"155990000000000200289000000000";Desenglobe_Venta_Parcial;"090-61628";Privado_Privado;NPH;"3182";;;1
1637823;"1642048R1712";1712;"090-26559";;"155990000000000090017000000000";Desenglobe_Venta_Parcial;"090-61645";Privado_Privado;NPH;"19308";;;1
1518060;"14375978";1756;"090-61654";;"155990000000000091733000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637838;"1642828R1659";1659;"090-27914";;"155990000000000090933000000000";Desenglobe_Venta_Parcial;"090-61666";Privado_Privado;NPH;"14258";;;1
1637839;"1642838R1659";1659;"090-27914";;"155990000000000090933000000000";Desenglobe_Venta_Parcial;"090-61666";Privado_Privado;NPH;"14258";;;1
1637837;"1642798R1659";1659;"090-27914";;"155990000000000090933000000000";Desenglobe_Venta_Parcial;"090-61666";Privado_Privado;NPH;"14258";;;1
1637878;"1646099R1936";1936;"090-42153";;"155990000000000190074000000000";Desenglobe_Venta_Parcial;"090-61674";Privado_Privado;NPH;"1614";;;1
1637877;"1646099R1938";1938;"090-42153";;"155990000000000190074000000000";Desenglobe_Venta_Parcial;"090-61675";Privado_Privado;NPH;"1730";;;1
1637879;"1646099R1937";1937;"090-42153";;"155990000000000190074000000000";Desenglobe_Venta_Parcial;"090-61676";Privado_Privado;NPH;"1638";;;1
1638037;"1643647R370";370;"090-9223";;"155990000000000110055000000000";Desenglobe_Venta_Parcial;"090-61692";Privado_Privado;NPH;"20110.83";;;1
1518009;"1642240";1618;"090-6178";;"155990000000000090239000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637754;"1642339R1688";1688;"090-11404";;"155990000000000090349000000000";Desenglobe_Venta_Parcial;"090-61819";Privado_Privado;NPH;"2018";;;1
1637899;"1645846R1952";1952;"090-43841";;"155990000000000180050000000000";Desenglobe_Venta_Parcial;"090-61825";Privado_Privado;NPH;"1590";;;1
1637897;"1645846R1951";1951;"090-43841";;"155990000000000180050000000000";Desenglobe_Venta_Parcial;"090-61826";Privado_Privado;NPH;"4234";;;1
1637898;"1645846R1950";1950;"090-43841";;"155990000000000180050000000000";Desenglobe_Venta_Parcial;"090-61827";Privado_Privado;NPH;"1644";;;1
1637769;"1642353R1715";1715;"090-19684";;"155990000000000090363000000000";Desenglobe_Venta_Parcial;"090-61829";Privado_Privado;NPH;"11506";;;1
1637775;"1642452R1751";1751;"090-210";;"155990000000000090468000000000";Desenglobe_Venta_Parcial;"090-61843";Privado_Privado;NPH;"263";;;1
1637881;"1646523R1948";1948;"090-42497";;"155990000000000200386000000000";Desenglobe_Venta_Parcial;"090-61853";Privado_Privado;NPH;"5984";;;1
1637811;"1643831R1623";1623;"090-25037";;"155990000000000110231000000000";Desenglobe_Venta_Parcial;"090-61881";Privado_Privado;NPH;"7650.99";;;1
1637762;"1642802R1657";1657;"090-1464";;"155990000000000090938000000000";Desenglobe_Venta_Parcial;"090-61977";Privado_Privado;NPH;"341";;;1
1637761;"1650650R1657";1657;"090-1464";;"155990000000000090938000000000";Desenglobe_Venta_Parcial;"090-61977";Privado_Privado;NPH;"341";;;1
1638027;"1642860R1644";1644;"090-764";;"155990000000000090660000000000";Desenglobe_Venta_Parcial;"090-62012";Privado_Privado;NPH;"292";;;1
1638028;"1642613R1644";1644;"090-764";;"155990000000000090660000000000";Desenglobe_Venta_Parcial;"090-62012";Privado_Privado;NPH;"292";;;1
1637848;"1646078R1933";1933;"090-33873";;"155990000000000190050000000000";Desenglobe_Venta_Parcial;"090-62077";Privado_Privado;NPH;"3675";;;1
1637766;"1642818R1939";1939;"090-15842";;"155990000000000090067000000000";Desenglobe_Venta_Parcial;"090-62085";Privado_Privado;NPH;"205";;;1
1637765;"1642625R1939";1939;"090-15842";;"155990000000000090067000000000";Desenglobe_Venta_Parcial;"090-62085";Privado_Privado;NPH;"205";;;1
1637821;"1642071R1706";1706;"090-2633";;"155990000000000090043000000000";Desenglobe_Venta_Parcial;"090-62106";Privado_Privado;NPH;"5410";;;1
1638020;"1642350R1714";1714;"090-6399";;"155990000000000090360000000000";Desenglobe_Venta_Parcial;"090-62108";Privado_Privado;NPH;"2824";;;1
1638019;"1642351R1714";1714;"090-6399";;"155990000000000090360000000000";Desenglobe_Venta_Parcial;"090-62108";Privado_Privado;NPH;"2824";;;1
1637763;"1642080R1708";1708;"090-14932";;"155990000000000090052000000000";Desenglobe_Venta_Parcial;"090-62109";Privado_Privado;NPH;"1757";;;1
1637778;"1641868R1758";1758;"090-2134";;"155990000000000090096000000000";Desenglobe_Venta_Parcial;"090-62114";Privado_Privado;NPH;"2997";;;1
1637777;"1642119R1758";1758;"090-2134";;"155990000000000090096000000000";Desenglobe_Venta_Parcial;"090-62114";Privado_Privado;NPH;"2997";;;1
1637756;"1642102R1707";1707;"090-12551";;"155990000000000090078000000000";Desenglobe_Venta_Parcial;"090-62118";Privado_Privado;NPH;"1756";;;1
1637825;"1642055R1697";1697;"090-27036";;"155990000000000090025000000000";Desenglobe_Venta_Parcial;"090-62119";Privado_Privado;NPH;"2468";;;1
1637824;"1642051R1697";1697;"090-27036";;"155990000000000090025000000000";Desenglobe_Venta_Parcial;"090-62119";Privado_Privado;NPH;"2468";;;1
1637846;"1646078R1930";1930;"090-33873";;"155990000000000190050000000000";Desenglobe_Venta_Parcial;"090-62148";Privado_Privado;NPH;"3063";;;1
1637889;"1648275R1926";1926;"090-42712";;"155990001000000210400000000000";Desenglobe_Venta_Parcial;"090-62181";Privado_Privado;NPH;"1209";;;1
1637887;"1648275R1928";1928;"090-42712";;"155990001000000210400000000000";Desenglobe_Venta_Parcial;"090-62283";Privado_Privado;NPH;"3286";;;1
1637845;"1646078R1932";1932;"090-33873";;"155990000000000190050000000000";Desenglobe_Venta_Parcial;"090-62330";Privado_Privado;NPH;"5062";;;1
1637768;"1648011R1943";1943;"090-18662";;"155990001000000210131000000000";Desenglobe_Venta_Parcial;"090-62414";Privado_Privado;NPH;"5300";;;1
1637870;"1644815R1940";1940;"090-38516";;"155990000000000140016000000000";Desenglobe_Venta_Parcial;"090-62424";Privado_Privado;NPH;"6099";;;1
1637807;"1650608R1898";1898;"090-24778";;"155990100000000820008000000000";Desenglobe_Division_Material;"090-62444";Privado_Privado;NPH;"284";;;1
1637806;"1650608R1899";1899;"090-24778";;"155990100000000820008000000000";Desenglobe_Division_Material;"090-62445";Privado_Privado;NPH;"248";;;1
1637804;"1650608R1901";1901;"090-24778";;"155990100000000820008000000000";Desenglobe_Division_Material;"090-62446";Privado_Privado;NPH;"206";;;1
1637805;"1650608R1900";1900;"090-24778";;"155990100000000820008000000000";Desenglobe_Division_Material;"090-62447";Privado_Privado;NPH;"185";;;1
1637808;"1650608R1902";1902;"090-24778";;"155990100000000820008000000000";Desenglobe_Division_Material;"090-62448";Privado_Privado;NPH;"134";;;1
1638029;"1642860R1643";1643;"090-764";;"155990000000000090660000000000";Desenglobe_Venta_Parcial;"090-62450";Privado_Privado;NPH;"614";;;1
1638030;"1642613R1643";1643;"090-764";;"155990000000000090660000000000";Desenglobe_Venta_Parcial;"090-62450";Privado_Privado;NPH;"614";;;1
1638033;"1642860R1641";1641;"090-764";;"155990000000000090660000000000";Desenglobe_Venta_Parcial;"090-62451";Privado_Privado;NPH;"332";;;1
1638034;"1642613R1641";1641;"090-764";;"155990000000000090660000000000";Desenglobe_Venta_Parcial;"090-62451";Privado_Privado;NPH;"332";;;1
1638032;"1642613R1642";1642;"090-764";;"155990000000000090660000000000";Desenglobe_Venta_Parcial;"090-62452";Privado_Privado;NPH;"313";;;1
1638031;"1642860R1642";1642;"090-764";;"155990000000000090660000000000";Desenglobe_Venta_Parcial;"090-62452";Privado_Privado;NPH;"313";;;1
1638026;"1642616R1645";1645;"090-7570";;"155990000000000090661000000000";Desenglobe_Venta_Parcial;"090-62456";Privado_Privado;NPH;"4778";;;1
