"objectid";"id_operacion";"id";"folio_matriz";"novedadfmi_tipo";"npnmatriz";"novedad_numero_predial";"folio_derivados";"predio tipo";"condicion prop derivado";"árearegistralm2";"coeficiente";"área coefieciente";"count"
1096637;"603377";2068;"040-275479";;"088320002000000010006000000000";Cancelacion_por_Desenglobe;;;;;;;1
1636726;"603377R2069";2069;"040-275479";;"088320002000000010006000000000";Desenglobe_Division_Material;"040-588308";Privado_Privado;NPH;"842787.5";;;1
1636738;L3_R2102;2102;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627092";Privado_Privado;NPH;"900";;;1
1636753;L3_R2087;2087;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627093";Privado_Privado;NPH;"900";;;1
1636751;L3_R2089;2089;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627094";Privado_Privado;NPH;"900";;;1
1636750;L3_R2090;2090;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627095";Privado_Privado;NPH;"780";;;1
1636736;L3_R2104;2104;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627096";Privado_Privado;NPH;"780";;;1
1636727;L3_R2113;2113;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627097";Privado_Privado;NPH;"790.3";;;1
1636728;L3_R2112;2112;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627098";Privado_Privado;NPH;"1264.58";;;1
1636733;L3_R2107;2107;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627099";Privado_Privado;NPH;"780";;;1
1636732;L3_R2108;2108;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627100";Privado_Privado;NPH;"900";;;1
1636730;L3_R2110;2110;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627101";Privado_Privado;NPH;"900";;;1
1636734;L3_R2106;2106;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627102";Privado_Privado;NPH;"900";;;1
1636729;L3_R2111;2111;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627103";Privado_Privado;NPH;"900";;;1
1636731;L3_R2109;2109;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627104";Privado_Privado;NPH;"900";;;1
1636743;L3_R2097;2097;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627105";Privado_Privado;NPH;"900";;;1
1636737;L3_R2103;2103;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627106";Privado_Privado;NPH;"900";;;1
1636746;L3_R2094;2094;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627107";Privado_Privado;NPH;"900";;;1
1636749;L3_R2091;2091;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627108";Privado_Privado;NPH;"900";;;1
1636745;L3_R2095;2095;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627109";Privado_Privado;NPH;"900";;;1
1636741;L3_R2099;2099;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627110";Privado_Privado;NPH;"900";;;1
1636742;L3_R2098;2098;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627111";Privado_Privado;NPH;"900";;;1
1636735;L3_R2105;2105;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627112";Privado_Privado;NPH;"900";;;1
1636740;L3_R2100;2100;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627113";Privado_Privado;NPH;"900";;;1
1636739;L3_R2101;2101;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627114";Privado_Privado;NPH;"900";;;1
1636744;L3_R2096;2096;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627115";Privado_Privado;NPH;"780";;;1
1636752;L3_R2088;2088;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627116";Privado_Privado;NPH;"780.3";;;1
1636748;L3_R2092;2092;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627117";Privado_Privado;NPH;"8000";;;1
1636747;L3_R2093;2093;"040-355907";;"088320002000000010847000000000";Desenglobe_Division_Material;"040-627118";Privado_Privado;NPH;"14311.71";;;1
1636768;"13758188R2119";2119;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649683";Privado_Privado;NPH;"431.5";;;1
1636773;"13758188R2114";2114;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649684";Privado_Privado;NPH;"460.3";;;1
1636786;"13758188R2149";2149;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649685";Privado_Privado;NPH;"485.9";;;1
1636785;"13758188R2150";2150;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649686";Privado_Privado;NPH;"518.29999999999995";;;1
1636784;"13758188R2151";2151;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649687";Privado_Privado;NPH;"547.20000000000005";;;1
1636787;"13758188R2148";2148;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649688";Privado_Privado;NPH;"562";;;1
1636788;"13758188R2147";2147;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649689";Privado_Privado;NPH;"577.1";;;1
1636789;"13758188R2146";2146;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649690";Privado_Privado;NPH;"504.8";;;1
1636792;"13758188R2143";2143;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649691";Privado_Privado;NPH;"493.9";;;1
1636791;"13758188R2144";2144;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649692";Privado_Privado;NPH;"569.9";;;1
1636790;"13758188R2145";2145;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649693";Privado_Privado;NPH;"591.29999999999995";;;1
1636783;"13758188R2152";2152;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649694";Privado_Privado;NPH;"684.9";;;1
1636793;"13758188R2142";2142;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649695";Privado_Privado;NPH;"715.8";;;1
1636779;"13758188R2156";2156;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649696";Privado_Privado;NPH;"776.3";;;1
1636775;"13758188R2160";2160;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649697";Privado_Privado;NPH;"800.1";;;1
1636781;"13758188R2154";2154;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649698";Privado_Privado;NPH;"757";;;1
1636776;"13758188R2159";2159;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649699";Privado_Privado;NPH;"721.6";;;1
1636778;"13758188R2157";2157;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649700";Privado_Privado;NPH;"674.5";;;1
1636777;"13758188R2158";2158;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649701";Privado_Privado;NPH;"540.29999999999995";;;1
1636794;"13758188R2141";2141;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649702";Privado_Privado;NPH;"448.5";;;1
1636796;"13758188R2139";2139;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649703";Privado_Privado;NPH;"419.7";;;1
1636765;"13758188R2122";2122;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649704";Privado_Privado;NPH;"546.20000000000005";;;1
1636764;"13758188R2123";2123;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649705";Privado_Privado;NPH;"463.8";;;1
1636762;"13758188R2125";2125;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649706";Privado_Privado;NPH;"1221.0999999999999";;;1
1636763;"13758188R2124";2124;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649707";Privado_Privado;NPH;"403.1";;;1
1636770;"13758188R2117";2117;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649708";Privado_Privado;NPH;"661.4";;;1
1636769;"13758188R2118";2118;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649709";Privado_Privado;NPH;"875.4";;;1
1636774;"13758188R2115";2115;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649710";Privado_Privado;NPH;"862";;;1
1636771;"13758188R2116";2116;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649711";Privado_Privado;NPH;"602.79999999999995";;;1
1636767;"13758188R2120";2120;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649712";Privado_Privado;NPH;"547.20000000000005";;;1
1636758;"13758188R2129";2129;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649713";Privado_Privado;NPH;"592.5";;;1
1636798;"13758188R2137";2137;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649714";Privado_Privado;NPH;"584.5";;;1
1636800;"13758188R2135";2135;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649715";Privado_Privado;NPH;"644.79999999999995";;;1
1636801;"13758188R2134";2134;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649716";Privado_Privado;NPH;"1589.2";;;1
1636802;"13758188R2133";2133;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649717";Privado_Privado;NPH;"310";;;1
1636757;"13758188R2130";2130;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649718";Privado_Privado;NPH;"358";;;1
1636756;"13758188R2131";2131;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649719";Privado_Privado;NPH;"427.6";;;1
1636755;"13758188R2132";2132;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649720";Privado_Privado;NPH;"463.4";;;1
1636759;"13758188R2128";2128;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649721";Privado_Privado;NPH;"358";;;1
1636782;"13758188R2153";2153;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649722";Privado_Privado;NPH;"409.1";;;1
1636797;"13758188R2138";2138;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649723";Privado_Privado;NPH;"384.8";;;1
1636799;"13758188R2136";2136;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649724";Privado_Privado;NPH;"425";;;1
1636760;"13758188R2127";2127;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649725";Privado_Privado;NPH;"414.6";;;1
1636761;"13758188R2126";2126;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649726";Privado_Privado;NPH;"409.3";;;1
1636766;"13758188R2121";2121;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649727";Privado_Privado;NPH;"411.2";;;1
1636795;"13758188R2140";2140;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649728";Privado_Privado;NPH;"425.4";;;1
1636780;"13758188R2155";2155;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649729";Privado_Privado;NPH;"444.5";;;1
1636772;"13758188R2161";2161;"040-615446";;"088320001000000010359000000000";Desenglobe_Division_Material;"040-649730";Privado_Privado;NPH;"474.3";;;1
1636754;"14372056R2162";2162;"040-360085";;"088320002000000010995000000000";Desenglobe_Venta_Parcial;"040-669921";Privado_Privado;NPH;"12627";;;1
1451050;"1097299";1768;"060-125925";FMI_Debe_Estar_Cerrado;"138360001000000020283000000000";Cancelacion_por_Desenglobe;;;;;;;1
1636810;"1097282R2063";2063;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246094";Privado_Privado;NPH;"2953.48";;;1
1636805;"1097282R2060";2060;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246095";Privado_Privado;NPH;"7250";;;1
1636812;"1097282R2061";2061;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246096";Privado_Privado;NPH;"8325.66";;;1
1636807;"1097282R2066";2066;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246097";Privado_Privado;NPH;"555.62";;;1
1636809;"1097282R2064";2064;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246098";Privado_Privado;NPH;"140";;;1
1636808;"1097282R2065";2065;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246099";Privado_Privado;NPH;"120";;;1
1636806;"1097282R2067";2067;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246100";Privado_Privado;NPH;"400";;;1
1636817;"1097282R2055";2055;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246101";Privado_Privado;NPH;"240";;;1
1636811;"1097282R2062";2062;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246102";Privado_Privado;NPH;"2160";;;1
1636816;"1097282R2056";2056;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246103";Privado_Privado;NPH;"496";;;1
1636815;"1097282R2057";2057;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246104";Privado_Privado;NPH;"620";;;1
1636814;"1097282R2058";2058;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246105";Privado_Privado;NPH;"294.5";;;1
1636813;"1097282R2059";2059;"060-146951";;"138360001000000020265000000000";Desenglobe_Division_Material;"060-246106";Privado_Privado;NPH;"2337.52";;;1
1636804;"1097299R1769";1769;"060-125925";;"138360001000000020283000000000";Desenglobe_Division_Material;"060-261041";Privado_Privado;NPH;"6922";;;1
1636803;"1097299R1770";1770;"060-125925";;"138360001000000020283000000000";Desenglobe_Division_Material;"060-261042";Privado_Privado;NPH;"117750.21";;;1
1636818;L3_R1771;1771;"060-261042";;SIN NPN;Desenglobe_Division_Material;"060-264210";Privado_Privado;NPH;"200";;;1
1483090;"1099217";1772;"060-275610";;"138360002000000031244000000000";Cancelacion_por_Desenglobe;;;;;;;1
1621496;"1099217-1754";1773;"060-275610";;"138360002000000031244000000000";Desenglobe_Division_Material;"060-296145";Privado_Privado;NPH;"1003";;;1
1621496;"1099217-1754";1775;"060-296145";;SIN NPN;Cancelacion_por_Desenglobe;;;;;;;1
1621497;"1099217-1755";1774;"060-275610";;"138360002000000031244000000000";Desenglobe_Division_Material;"060-296146";Privado_Privado;NPH;"87030.36";;;1
1621497;"1099217-1755";1784;"060-296146";FMI_Debe_Estar_Cerrado;SIN NPN;Cancelacion_por_Desenglobe;;;;;;;1
1621498;L2-1756;1783;"060-296145";;SIN NPN;Desenglobe_Division_Material;"060-296147";Privado_Privado;NPH;"170";;;1
1621502;L2-1760;1776;"060-296145";;SIN NPN;Desenglobe_Division_Material;"060-296148";Privado_Privado;NPH;"119";;;1
1621499;L2-1757;1778;"060-296145";;SIN NPN;Desenglobe_Division_Material;"060-296149";Privado_Privado;NPH;"119";;;1
1621501;L2-1759;1777;"060-296145";;SIN NPN;Desenglobe_Division_Material;"060-296150";Privado_Privado;NPH;"119";;;1
1621504;L2-1762;1780;"060-296145";;SIN NPN;Desenglobe_Division_Material;"060-296151";Privado_Privado;NPH;"119";;;1
1621505;L2-1763;1779;"060-296145";;SIN NPN;Desenglobe_Division_Material;"060-296152";Privado_Privado;NPH;"119";;;1
1621500;L2-1758;1782;"060-296145";;SIN NPN;Desenglobe_Division_Material;"060-296153";Privado_Privado;NPH;"119";;;1
1621503;L2-1761;1781;"060-296145";;SIN NPN;Desenglobe_Division_Material;"060-296154";Privado_Privado;NPH;"119";;;1
1621507;L2-1765;1787;"060-315147";FMI_Debe_Estar_Cerrado;SIN NPN;Cancelacion_por_Desenglobe;;;;;;;1
1621507;L2-1765;1785;"060-296146";;SIN NPN;Desenglobe_Division_Material;"060-315147";Privado_Privado;NPH;"1003";;;1
1621506;L2-1764;1786;"060-296146";;SIN NPN;Desenglobe_Division_Material;"060-315148";Privado_Privado;NPH;"86027.36";;;1
1636819;L2-1765R1788;1788;"060-315147";;SIN NPN;Desenglobe_Division_Material;"060-315149";Privado_Privado;NPH;"119";;;1
1636820;L2-1765R1789;1789;"060-315147";;SIN NPN;Desenglobe_Division_Material;"060-315150";Privado_Privado;NPH;"119";;;1
1636821;L2-1765R1790;1790;"060-315147";;SIN NPN;Desenglobe_Division_Material;"060-315151";Privado_Privado;NPH;"119";;;1
1636822;L2-1765R1791;1791;"060-315147";;SIN NPN;Desenglobe_Division_Material;"060-315152";Privado_Privado;NPH;"144.05";;;1
1636823;L2-1765R1792;1792;"060-315147";;SIN NPN;Desenglobe_Division_Material;"060-315153";Privado_Privado;NPH;"119";;;1
1636824;L2-1765R1793;1793;"060-315147";;SIN NPN;Desenglobe_Division_Material;"060-315154";Privado_Privado;NPH;"119";;;1
1636825;L2-1765R1794;1794;"060-315147";;SIN NPN;Desenglobe_Division_Material;"060-315155";Privado_Privado;NPH;"119";;;1
1636826;L2-1765R1795;1795;"060-315147";;SIN NPN;Desenglobe_Division_Material;"060-315156";Privado_Privado;NPH;"144.05";;;1
1064598;"1095372";1796;"060-351775";FMI_Debe_Estar_Abierto;"138360001000000012790000000000";Cambio_Numero_Predial_NPH_a_PH;"060-351775";Privado_Privado;PH_Matriz;"116032.21";;;1
1636835;"1095372R1865";1865;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351785";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636836;"1095372R1864";1864;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351786";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636828;"1095372R1798";1798;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351787";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636827;"1095372R1797";1797;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351788";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636829;"1095372R1799";1799;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351789";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636833;"1095372R1803";1803;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351790";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636832;"1095372R1802";1802;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351791";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636831;"1095372R1801";1801;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351792";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636830;"1095372R1800";1800;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351793";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636838;"1095372R1862";1862;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351794";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636843;"1095372R1857";1857;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351795";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636864;"1095372R1805";1805;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351796";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636847;"1095372R1853";1853;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351797";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636848;"1095372R1852";1852;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351798";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636845;"1095372R1855";1855;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351799";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636846;"1095372R1854";1854;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351800";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636844;"1095372R1856";1856;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351801";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636840;"1095372R1860";1860;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351802";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636841;"1095372R1859";1859;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351803";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636842;"1095372R1858";1858;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351804";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636834;"1095372R1804";1804;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351805";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636837;"1095372R1863";1863;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351806";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636871;"1095372R1812";1812;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351807";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636874;"1095372R1815";1815;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351808";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636866;"1095372R1807";1807;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351809";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636872;"1095372R1813";1813;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351810";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636873;"1095372R1814";1814;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351811";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636887;"1095372R1828";1828;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351812";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636883;"1095372R1824";1824;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351813";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636888;"1095372R1829";1829;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351814";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636889;"1095372R1830";1830;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351815";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636850;"1095372R1850";1850;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351816";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636885;"1095372R1826";1826;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351817";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636884;"1095372R1825";1825;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351818";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636881;"1095372R1822";1822;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351819";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636882;"1095372R1823";1823;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351820";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636875;"1095372R1816";1816;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351821";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636877;"1095372R1818";1818;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351822";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636876;"1095372R1817";1817;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351823";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636879;"1095372R1820";1820;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351824";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636878;"1095372R1819";1819;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351825";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636880;"1095372R1821";1821;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351826";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636891;"1095372R1832";1832;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351827";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636886;"1095372R1827";1827;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351828";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636893;"1095372R1834";1834;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351829";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636861;"1095372R1839";1839;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351830";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636856;"1095372R1844";1844;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351831";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636855;"1095372R1845";1845;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351832";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636854;"1095372R1846";1846;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351833";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636853;"1095372R1847";1847;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351834";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636852;"1095372R1848";1848;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351835";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636857;"1095372R1843";1843;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351836";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636858;"1095372R1842";1842;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351837";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636859;"1095372R1841";1841;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351838";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636860;"1095372R1840";1840;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351839";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636895;"1095372R1836";1836;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351840";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636863;"1095372R1837";1837;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351841";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636892;"1095372R1833";1833;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351842";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636862;"1095372R1838";1838;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351843";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
1636867;"1095372R1808";1808;"060-351775";;"138360001000000012790000000000";Desenglobe_Division_Material;"060-351844";Privado_Privado;PH_Unidad_Predial;"200";1.4493;200.0;1
