id_operacion;no, fmi;dirección territorial;municipio;fecha_envio_juridico;folio_matriz;novedadfmi_tipo;npnmatriz;novedad_numero_predial;folio_derivados;predio tipo;condicion prop derivado;área registral m2;coeficiente;área coefieciente;field15
L5_139;139;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163266;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_138;138;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163267;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_137;137;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163276;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_136;136;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163269;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_135;135;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163273;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_134;134;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163130;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_133;133;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163131;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_132;132;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163278;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_131;131;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163279;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_130;130;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163272;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_129;129;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163138;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_128;128;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163129;Privado_Privado;PH_Unidad_Predial;31;0.18713;31;
L5_127;127;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163137;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_126;126;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163132;Privado_Privado;PH_Unidad_Predial;31;0.18713;31;
L5_125;125;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163133;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_124;124;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163134;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_123;123;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163274;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_122;122;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163275;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_121;121;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163136;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_120;120;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163277;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_119;119;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163135;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_118;118;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163149;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_117;117;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163139;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_116;116;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163035;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_115;115;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163042;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_114;114;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163043;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_113;113;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163044;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_112;112;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163005;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_111;111;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163045;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_110;110;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163041;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_109;109;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163003;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_108;108;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163004;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_107;107;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163006;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_106;106;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163007;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_105;105;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163040;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_104;104;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163111;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_103;103;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163036;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_102;102;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163010;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_101;101;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163034;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_100;100;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163009;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_99;99;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163038;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_98;98;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163037;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_97;97;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163039;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_96;96;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163008;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_95;95;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163080;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_94;94;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163021;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_93;93;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163085;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_92;92;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163091;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_91;91;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163122;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_90;90;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163098;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_89;89;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163084;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_88;88;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163107;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_87;87;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163106;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_86;86;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163090;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_85;85;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163123;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_84;84;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163099;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_83;83;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163089;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_82;82;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163104;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_81;81;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163103;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_80;80;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163105;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_79;79;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163108;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_78;78;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163097;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_77;77;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163088;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_76;76;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163094;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_75;75;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163083;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_74;74;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163092;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_73;73;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163093;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_72;72;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163109;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_71;71;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163121;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_70;70;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163100;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_69;69;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163102;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_68;68;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163087;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_67;67;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163110;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_66;66;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163101;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_65;65;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163095;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_64;64;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163096;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_63;63;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163086;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_62;62;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163141;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_61;61;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163125;Privado_Privado;PH_Unidad_Predial;31;0.18713;31;
L5_60;60;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163147;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_59;59;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163126;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_58;58;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163280;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_57;57;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163148;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_56;56;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163119;Privado_Privado;PH_Unidad_Predial;5.02;0.02404;5.02;
L5_55;55;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163120;Privado_Privado;PH_Unidad_Predial;5.02;0.02404;5.02;
L5_54;54;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163140;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_53;53;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163146;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_52;52;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163145;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_51;51;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163271;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_50;50;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163128;Privado_Privado;PH_Unidad_Predial;31;0.18713;31;
L5_49;49;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163270;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_48;48;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163127;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_47;47;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163143;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_46;46;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163144;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_45;45;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163142;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_44;44;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163124;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_43;43;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163227;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_42;42;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163161;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_41;41;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163206;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_40;40;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163205;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_39;39;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163242;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_38;38;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163241;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_37;37;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163240;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_36;36;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163207;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_35;35;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163239;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_34;34;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163209;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_33;33;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163208;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_32;32;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163230;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_31;31;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163210;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_30;30;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163112;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_433;433;BOYACÁ;SOGAMOSO;6/10/2025;095-8042;;1,5759E+29;Desenglobe_Venta_Parcial;095-158987;Privado_Privado;NPH;596;;;
L5_449;449;BOYACÁ;SOGAMOSO;6/10/2025;095-82795;;1,5759E+29;Desenglobe_Division_Material;095-150187;Privado_Privado;PH_Unidad_Predial;52.12;0.3316;52.12;
L5_447;447;BOYACÁ;SOGAMOSO;6/10/2025;095-82795;;1,5759E+29;Desenglobe_Division_Material;095-150186;Privado_Privado;PH_Unidad_Predial;52.94;0.3368;52.94;
L5_448;448;BOYACÁ;SOGAMOSO;6/10/2025;095-82795;;1,5759E+29;Desenglobe_Division_Material;095-150188;Privado_Privado;PH_Unidad_Predial;52.94;0.3368;52.94;
L5_436;436;BOYACÁ;SOGAMOSO;6/10/2025;095-84373;;1,5759E+29;Desenglobe_Division_Material;095-151134;Privado_Privado;PH_Unidad_Predial;58.43;0.2903;58.43;
L5_435;435;BOYACÁ;SOGAMOSO;6/10/2025;095-84373;;1,5759E+29;Desenglobe_Division_Material;095-151133;Privado_Privado;PH_Unidad_Predial;62.02;0.308;62.02;
L5_437;437;BOYACÁ;SOGAMOSO;6/10/2025;095-84373;;1,5759E+29;Desenglobe_Division_Material;095-151135;Privado_Privado;PH_Unidad_Predial;80.86;0.4017;80.86;
L5_473;473;BOYACÁ;SOGAMOSO;6/10/2025;095-85111;;1,5759E+29;Desenglobe_Division_Material;095-162541;Privado_Privado;PH_Unidad_Predial;85.83;0.1532;85.83;
L5_475;475;BOYACÁ;SOGAMOSO;6/10/2025;095-85111;;1,5759E+29;Desenglobe_Division_Material;095-162537;Privado_Privado;PH_Unidad_Predial;11.83;0.0211;11.83;
L5_476;476;BOYACÁ;SOGAMOSO;6/10/2025;095-85111;;1,5759E+29;Desenglobe_Division_Material;095-162539;Privado_Privado;PH_Unidad_Predial;55.27;0.0987;55.27;
L5_477;477;BOYACÁ;SOGAMOSO;6/10/2025;095-85111;;1,5759E+29;Desenglobe_Division_Material;095-162540;Privado_Privado;PH_Unidad_Predial;47.97;0.0856;47.97;
L5_468;468;BOYACÁ;SOGAMOSO;6/10/2025;095-85111;;1,5759E+29;Desenglobe_Division_Material;095-162538;Privado_Privado;PH_Unidad_Predial;65.83;0.141;65.83;
L5_469;469;BOYACÁ;SOGAMOSO;6/10/2025;095-85111;;1,5759E+29;Desenglobe_Division_Material;095-162535;Privado_Privado;PH_Unidad_Predial;52.5;0.1124;52.5;
L5_470;470;BOYACÁ;SOGAMOSO;6/10/2025;095-85111;;1,5759E+29;Desenglobe_Division_Material;095-162534;Privado_Privado;PH_Unidad_Predial;59.6;0.1276;59.6;
L5_471;471;BOYACÁ;SOGAMOSO;6/10/2025;095-85111;;1,5759E+29;Desenglobe_Division_Material;095-162542;Privado_Privado;PH_Unidad_Predial;47.97;0.0856;47.97;
L5_472;472;BOYACÁ;SOGAMOSO;6/10/2025;095-85111;;1,5759E+29;Desenglobe_Division_Material;095-162543;Privado_Privado;PH_Unidad_Predial;85.83;0.1532;85.83;
L5_474;474;BOYACÁ;SOGAMOSO;6/10/2025;095-85111;;1,5759E+29;Desenglobe_Division_Material;095-162536;Privado_Privado;PH_Unidad_Predial;12.11;0.0216;12.11;
L5_438;438;BOYACÁ;SOGAMOSO;6/10/2025;095-88983;;1,5759E+29;Desenglobe_Division_Material;095-164245;Privado_Privado;NPH;109.74;;;
L5_439;439;BOYACÁ;SOGAMOSO;6/10/2025;095-88983;;1,5759E+29;Desenglobe_Division_Material;095-164246;Privado_Privado;NPH;114.3;;;
L5_440;440;BOYACÁ;SOGAMOSO;6/10/2025;095-88983;;1,5759E+29;Desenglobe_Division_Material;095-164279;Publico_Uso_Publico;Bien_Uso_Publico;19.850.000.000.000.000;;;
L5_588;588;CÓRDOBA;SAN BERNARDO DEL VIENTO;6/10/2025;146-15083;;2,3675E+29;Desenglobe_Venta_Parcial;146-58082;Privado_Privado;NPH;2826;;;
L5_488;488;RISARALDA;LA CELIA;6/10/2025;297-3400;;6,6383E+29;Predio_Nuevo;297-3268;Privado_Privado;PH_Unidad_Predial;249.3;0.2116;249.3;
L5_487;487;RISARALDA;LA CELIA;6/10/2025;297-3400;;6,6383E+29;Predio_Nuevo;297-3270;Privado_Privado;PH_Unidad_Predial;20.37;0.0173;20.37;
L5_489;489;RISARALDA;LA CELIA;6/10/2025;297-3400;;6,6383E+29;Predio_Nuevo;297-7064;Privado_Privado;PH_Unidad_Predial;177.78;0.1509;177.78;
L5_486;486;RISARALDA;LA CELIA;6/10/2025;297-3400;;6,6383E+29;Predio_Nuevo;297-3273;Privado_Privado;PH_Unidad_Predial;110.51;0.0938;110.51;
1794951;408;BOYACÁ;SOGAMOSO;6/10/2025;095-95157;;1,5759E+29;Cancelacion_por_Englobe;;;;;;;
1816074;335;BOYACÁ;SOGAMOSO;6/10/2025;095-6467;;1,5759E+29;Cancelacion_por_Englobe;;;;;;;
1797034;446;BOYACÁ;SOGAMOSO;6/10/2025;095-82795;;1,5759E+29;Cambio_Numero_Predial_NPH_a_PH;095-82795;Privado_Privado;PH_Matriz;82;;;
1095234;492;BOLÍVAR;TURBACO;6/10/2025;060-106604;;1,3836E+29;Cancelacion_por_Desenglobe;;;;;;;
